customer_id,gender,age_group,city,preferred_channel,signup_date,last_order_date,total_orders_last_12m,total_volume_liters_last_12m,total_spend_last_12m_inr,avg_discount_pct,recency_days,frequency_orders_per_month,avg_order_value_inr,loyalty_tier,churn_flag,last_campaign_responded,clv_12m_estimate_inr
CUST_01570,Female,35-44,Chandigarh,Off-Trade,2023-08-01,2024-12-20,9,56.2,11516.57,0.092,11,0.75,1279.6187467090283,Bronze,0,Sports_Promo,13819.88
CUST_01571,Male,55+,Kochi,On-Trade,2020-07-14,2024-07-07,11,37.9,15885.45,0.138,177,0.9166666666666666,1444.1316868971196,Silver,1,None,12708.36
CUST_01572,Female,25-34,Kochi,On-Trade,2022-02-01,2024-03-10,6,43.5,4342.44,0.127,296,0.5,723.7398793766866,Bronze,1,Sports_Promo,3473.95
CUST_01573,Female,25-34,Delhi,Off-Trade,2023-08-23,2023-12-27,1,6.1,1227.74,0.208,370,0.08333333333333333,1227.738772261228,Bronze,1,Sports_Promo,982.19
CUST_01574,Male,35-44,Chandigarh,On-Trade,2023-04-13,2023-09-11,0,0.0,0.0,0.088,477,0.0,0.0,Bronze,1,None,0.0
CUST_01575,Male,45-54,Lucknow,On-Trade,2020-04-01,2023-09-23,3,13.8,4004.03,0.106,465,0.25,1334.6762217745927,Bronze,1,None,3203.22
CUST_01576,Female,35-44,Patna,On-Trade,2023-02-10,2022-06-02,0,0.0,0.0,0.093,943,0.0,0.0,Bronze,1,None,0.0
CUST_01577,Male,45-54,Lucknow,On-Trade,2023-03-27,2022-10-22,2,11.2,1692.96,0.112,801,0.16666666666666666,846.4795767602116,Bronze,1,Sports_Promo,1354.37
CUST_01578,Male,25-34,Jaipur,,2023-04-19,2024-03-02,6,22.0,6871.72,0.121,304,0.5,1145.2864757855873,Bronze,1,None,5497.38
CUST_01579,Female,35-44,Chennai,E-commerce,2020-11-13,2024-10-19,3,16.4,2656.46,0.138,73,0.25,885.4863715045428,Bronze,0,None,3187.75
CUST_01580,Male,18-24,Chandigarh,On-Trade,2023-08-31,2024-03-24,12,38.8,9959.6,0.188,282,1.0,829.9665975027837,Bronze,1,None,7967.68
CUST_01581,Female,25-34,Delhi,Off-Trade,2022-07-31,2024-02-27,9,40.7,8911.98,0.135,308,0.75,990.2198899755679,Bronze,1,None,7129.58
CUST_01582,Male,45-54,Kochi,On-Trade,2021-02-01,2023-06-22,3,17.6,3834.41,0.056,558,0.25,1278.136240621253,Bronze,1,None,3067.53
CUST_01583,Male,18-24,Bengaluru,E-commerce,2022-06-25,2024-07-06,10,48.1,12096.21,0.111,178,0.8333333333333334,1209.6208790379121,Silver,1,None,9676.97
CUST_01584,Male,35-44,Bhubaneswar,On-Trade,2023-07-06,2022-07-08,6,36.3,5842.32,0.126,907,0.5,973.7198377133603,Bronze,1,Digital_Coupon,4673.86
CUST_01585,Female,45-54,Guwahati,Off-Trade,2021-11-15,2023-12-27,2,15.8,2784.26,0.071,370,0.16666666666666666,1392.129303935348,Bronze,1,Summer_Fest,2227.41
CUST_01586,Male,45-54,Bengaluru,On-Trade,2020-12-25,2022-05-09,0,0.0,0.0,0.141,967,0.0,0.0,Bronze,1,None,0.0
CUST_01587,Male,55+,Ahmedabad,Off-Trade,2020-09-27,2024-08-24,6,21.6,8512.76,0.135,129,0.5,1418.7930968678172,Bronze,1,Sports_Promo,6810.21
CUST_01588,Male,18-24,Jaipur,Off-Trade,2021-09-01,2024-09-18,8,57.6,6585.09,0.155,104,0.6666666666666666,823.1361471079817,Bronze,1,Digital_Coupon,5268.07
CUST_01589,Male,45-54,Jaipur,On-Trade,2020-02-05,2024-07-11,6,28.8,4671.09,0.106,173,0.5,778.5148702475217,Bronze,1,,3736.87
CUST_01590,Female,35-44,Jaipur,On-Trade,2023-09-05,2024-02-24,12,88.5,10782.33,0.095,311,1.0,898.5274251227146,Bronze,1,Digital_Coupon,8625.86
CUST_01591,Male,55+,Hyderabad,Off-Trade,2023-01-17,2023-06-29,1,6.9,697.22,0.124,551,0.08333333333333333,697.2193027806973,Bronze,1,Summer_Fest,557.78
CUST_01592,Male,45-54,Pune,On-Trade,2022-06-10,2024-02-17,3,17.3,1826.03,0.079,318,0.25,608.6764637745121,Bronze,1,None,1460.82
CUST_01593,Male,35-44,Bhubaneswar,On-Trade,2023-05-18,2024-10-08,11,40.8,14392.28,0.12,84,0.9166666666666666,1308.388971964639,Silver,0,None,17270.74
CUST_01594,Male,45-54,Ahmedabad,Off-Trade,2023-09-07,2023-03-20,1,4.0,1264.54,0.024,652,0.08333333333333333,1264.5387354612647,Bronze,1,Digital_Coupon,1011.63
CUST_01595,Female,25-34,Chennai,Off-Trade,2022-11-28,2022-03-10,1,4.3,874.56,0.161,1027,0.08333333333333333,874.5591254408746,Bronze,1,None,699.65
CUST_01596,Male,35-44,Pune,On-Trade,2021-01-30,2024-08-01,16,70.7,22138.16,0.131,152,1.3333333333333333,1383.634913522818,Silver,1,None,17710.53
CUST_01597,Female,25-34,Guwahati,E-commerce,2023-02-19,2024-04-29,9,71.0,6329.51,0.123,246,0.75,703.2788107467989,Bronze,1,None,5063.61
CUST_01598,Male,45-54,Delhi,Off-Trade,2023-04-13,2024-01-01,10,69.5,11463.07,0.057,365,0.8333333333333334,1146.3068853693114,Bronze,1,Digital_Coupon,9170.46
CUST_01599,Male,45-54,Pune,Off-Trade,2022-06-11,2022-01-11,1,5.1,861.21,,1085,0.08333333333333333,861.2091387908613,Bronze,1,None,688.97
CUST_01600,Female,35-44,Pune,Off-Trade,2023-01-08,2023-06-02,2,15.7,2536.89,0.194,578,0.16666666666666666,1268.444365777817,Bronze,1,Summer_Fest,2029.51
CUST_01601,Male,35-44,Surat,Off-Trade,2022-01-14,2024-03-19,6,22.9,8378.95,0.21,287,0.5,1396.4914339180943,Bronze,1,Sports_Promo,6703.16
CUST_01602,Male,18-24,Kochi,On-Trade,2020-10-08,2024-02-09,7,51.7,9375.75,0.205,326,0.5833333333333334,1339.3926658010478,Bronze,1,None,7500.6
CUST_01603,Male,25-34,Kochi,On-Trade,2020-08-04,2024-07-18,9,51.4,12981.58,0.069,166,0.75,1442.397617511376,Silver,1,None,10385.26
CUST_01604,Female,18-24,Patna,Off-Trade,2021-10-21,2022-08-17,2,14.5,2905.48,0.23,867,0.16666666666666666,1452.7392736303632,Bronze,1,Sports_Promo,2324.38
CUST_01605,Male,45-54,Chandigarh,Off-Trade,2021-08-05,2023-10-19,0,0.0,0.0,0.116,439,0.0,0.0,Bronze,1,,0.0
CUST_01606,Male,35-44,Patna,On-Trade,2020-06-22,2024-03-10,5,34.6,7233.61,0.108,296,0.4166666666666667,1446.7217106556577,Bronze,1,Digital_Coupon,5786.89
CUST_01607,Female,25-34,Mumbai,Off-Trade,2020-02-05,2022-08-23,3,15.4,2234.54,0.032,861,0.25,744.8464183845272,Bronze,1,None,1787.63
CUST_01608,Male,25-34,Chennai,E-commerce,2021-09-18,2024-08-14,9,61.5,12309.54,0.052,139,0.75,1367.7265146970542,Silver,1,None,9847.63
CUST_01609,Male,25-34,Chandigarh,E-commerce,2022-07-06,2024-05-08,6,26.2,3644.28,0.148,237,0.5,607.3798987700169,Bronze,1,None,2915.42
CUST_01610,Male,45-54,Kolkata,On-Trade,2023-11-05,2022-03-13,1,7.9,830.42,0.071,1024,0.08333333333333333,830.4191695808305,Bronze,1,Sports_Promo,664.34
CUST_01611,Female,45-54,Jaipur,Off-Trade,2020-07-30,2024-12-03,13,85.1,16402.02,0.132,28,1.0833333333333333,1261.693749100481,Silver,0,Summer_Fest,19682.42
CUST_01612,Female,45-54,Lucknow,Off-Trade,2022-11-12,2024-10-03,13,41.1,9554.06,0.21,89,1.0833333333333333,734.9276357747973,Bronze,0,Sports_Promo,11464.87
CUST_01613,Female,25-34,Chennai,Off-Trade,2023-01-01,2024-11-07,16,70.6,20622.28,0.115,54,1.3333333333333333,1288.8924194442236,Silver,0,Summer_Fest,24746.74
CUST_01614,Female,35-44,Ahmedabad,Off-Trade,2020-02-13,2024-04-25,6,22.1,6218.31,0.218,250,0.5,1036.3848272691955,Bronze,1,Digital_Coupon,4974.65
CUST_01615,Male,35-44,Chennai,Off-Trade,2020-08-02,2023-10-13,4,17.4,5623.18,0.032,445,0.3333333333333333,1405.7946485513378,Bronze,1,Sports_Promo,4498.54
CUST_01616,Male,25-34,Patna,Off-Trade,2021-05-22,2024-08-25,6,23.3,4295.09,0.052,128,0.5,715.8482140252977,Bronze,1,Sports_Promo,3436.07
CUST_01617,Male,45-54,Lucknow,On-Trade,2020-09-05,2023-09-05,2,10.0,2597.55,0.134,483,0.16666666666666666,1298.7743506128247,Bronze,1,Sports_Promo,2078.04
CUST_01618,Female,25-34,Hyderabad,E-commerce,2022-04-27,2024-04-07,7,21.8,4234.68,0.101,268,0.5833333333333334,604.9541992922573,Bronze,1,None,3387.74
CUST_01619,Male,25-34,Bengaluru,On-Trade,2023-09-10,2024-06-15,5,25.0,3509.84,0.126,199,0.4166666666666667,701.9678596064281,Bronze,1,None,2807.87
CUST_01620,Male,25-34,Chandigarh,On-Trade,2021-08-12,2024-01-10,15,115.7,21953.47,0.179,356,1.25,1463.5645690956956,Silver,1,Digital_Coupon,17562.78
CUST_01621,Female,35-44,Delhi,On-Trade,2022-11-25,2022-02-16,1,5.8,1363.37,0.182,1049,0.08333333333333333,1363.3686366313634,Bronze,1,None,1090.7
CUST_01622,Male,35-44,Guwahati,Off-Trade,2022-12-01,2023-06-27,3,13.6,2252.28,0.103,553,0.25,750.7597497467501,Bronze,1,None,1801.82
CUST_01623,Male,45-54,Kolkata,On-Trade,2022-06-02,2023-08-04,1,4.6,806.68,0.144,515,0.08333333333333333,806.6791933208067,Bronze,1,None,645.34
CUST_01624,Male,18-24,Jaipur,Off-Trade,2023-02-07,2023-12-22,4,20.4,2674.93,0.038,375,0.3333333333333333,668.7323328169167,Bronze,1,Summer_Fest,2139.94
CUST_01625,Female,18-24,Bengaluru,On-Trade,2021-06-18,2024-05-05,12,37.9,14650.45,0.116,240,1.0,1220.8707315941058,Silver,1,None,11720.36
CUST_01626,Male,25-34,Ahmedabad,Off-Trade,2022-06-06,2022-02-03,1,5.8,998.91,0.115,1062,0.08333333333333333,998.9090010909989,Bronze,1,,799.13
CUST_01627,Male,25-34,Mumbai,,2022-12-09,2024-08-11,11,66.5,9621.54,0.175,142,0.9166666666666666,874.6853750286024,Bronze,1,None,7697.23
CUST_01628,Female,25-34,Mumbai,Off-Trade,2021-02-22,2024-10-11,7,53.8,7273.73,0.163,81,0.5833333333333334,1039.1041372708376,Bronze,0,Summer_Fest,8728.48
CUST_01629,Female,25-34,Delhi,Off-Trade,2022-06-04,2024-09-18,8,24.3,10613.22,0.136,104,0.6666666666666666,1326.6523341684583,Bronze,1,None,8490.58
CUST_01630,Male,45-54,Kolkata,E-commerce,2023-07-06,2024-09-07,5,16.2,5580.36,0.109,115,0.4166666666666667,1116.0717767856445,Bronze,1,Sports_Promo,4464.29
CUST_01631,Male,35-44,Surat,E-commerce,2020-10-03,2024-05-19,7,34.8,8481.37,0.184,226,0.5833333333333334,1211.6241126251268,Bronze,1,None,6785.1
CUST_01632,Male,45-54,Bhubaneswar,,2021-09-10,2022-11-05,1,4.5,811.34,0.08,787,0.08333333333333333,811.3391886608115,Bronze,1,None,649.07
CUST_01633,Male,45-54,Lucknow,Off-Trade,2020-11-27,2023-03-13,0,0.0,0.0,0.129,659,0.0,0.0,Bronze,1,Sports_Promo,0.0
CUST_01634,Female,25-34,Bengaluru,Off-Trade,2021-08-08,2024-08-04,6,18.2,5244.64,0.149,149,0.5,874.1065209822466,Bronze,1,Summer_Fest,4195.71
CUST_01635,Female,35-44,Hyderabad,On-Trade,2022-11-27,2024-01-31,8,57.4,5826.07,0.09,335,0.6666666666666666,728.2586589676677,Bronze,1,Digital_Coupon,4660.86
CUST_01636,Male,25-34,Bhubaneswar,On-Trade,2022-11-23,2024-12-18,6,36.3,6936.5,0.153,13,0.5,1156.0831406528098,Bronze,0,Summer_Fest,8323.8
CUST_01637,Male,35-44,Guwahati,Off-Trade,2021-11-27,2024-11-20,8,42.6,5470.57,0.119,41,0.6666666666666666,683.8211645223545,Bronze,0,None,6564.68
CUST_01638,Female,35-44,Kochi,Off-Trade,2023-10-05,2024-08-24,8,48.3,11488.23,0.138,129,0.6666666666666666,1436.0285704964288,Bronze,1,Sports_Promo,9190.58
CUST_01639,Female,25-34,Hyderabad,E-commerce,2023-12-15,2022-10-27,5,28.4,5353.27,0.072,796,0.4166666666666667,1070.653785869243,Bronze,1,Summer_Fest,4282.62
CUST_01640,Male,25-34,Jaipur,On-Trade,2023-05-24,2022-04-22,0,0.0,0.0,0.091,984,0.0,0.0,Bronze,1,None,0.0
CUST_01641,Male,45-54,Kochi,On-Trade,2022-06-01,2024-03-17,10,31.0,11795.88,0.11,289,0.8333333333333334,1179.5878820412117,Bronze,1,None,9436.7
CUST_01642,Male,25-34,Surat,On-Trade,2020-12-31,2024-07-09,10,69.5,10291.73,0.093,175,0.8333333333333334,1029.1728970827103,Bronze,1,None,8233.38
CUST_01643,Male,25-34,Ahmedabad,On-Trade,2021-03-31,2024-09-23,13,39.1,11914.84,0.157,99,1.0833333333333333,916.5260833441475,Bronze,1,None,9531.87
CUST_01644,Male,35-44,Kochi,On-Trade,2022-08-27,2024-08-15,6,43.1,6624.26,0.138,138,0.5,1104.0431493261417,Bronze,1,None,5299.41
CUST_01645,Male,18-24,Hyderabad,On-Trade,2023-01-17,2024-04-05,6,43.2,7869.59,0.107,270,0.5,1311.5981147336474,Bronze,1,Digital_Coupon,6295.67
CUST_01646,Female,45-54,Pune,Off-Trade,2022-05-13,2024-11-26,6,33.1,8852.09,0.125,35,0.5,1475.3480874419854,Bronze,0,None,10622.51
CUST_01647,Male,18-24,Chennai,Off-Trade,2021-11-06,2024-12-27,14,83.8,10287.14,0.114,4,1.1666666666666667,734.7956618003099,Bronze,0,None,12344.57
CUST_01648,Male,35-44,Hyderabad,Off-Trade,2020-10-20,2024-05-27,10,54.7,14837.8,0.165,218,0.8333333333333334,1483.7798516220148,Silver,1,Summer_Fest,11870.24
CUST_01649,Female,45-54,Lucknow,,2021-11-20,2022-08-17,2,7.3,2885.39,,867,0.16666666666666666,1442.6942786528605,Bronze,1,None,2308.31
CUST_01650,Male,35-44,Hyderabad,Off-Trade,2022-05-06,2024-02-15,9,58.8,9814.38,0.175,320,0.75,1090.486545501495,Bronze,1,None,7851.5
CUST_01651,Female,18-24,Lucknow,Off-Trade,2022-01-12,2022-07-06,0,0.0,0.0,0.125,909,0.0,0.0,Bronze,1,None,0.0
CUST_01652,Female,18-24,Guwahati,Off-Trade,2021-05-01,2024-12-12,7,51.6,8718.16,0.123,19,0.5833333333333334,1245.4512506498213,Bronze,0,Summer_Fest,10461.79
CUST_01653,Male,35-44,Bhubaneswar,On-Trade,2023-12-09,2024-10-07,4,26.1,5452.85,0.159,85,0.3333333333333333,1363.2121591969603,Bronze,0,None,6543.42
CUST_01654,Female,35-44,Delhi,On-Trade,2022-02-14,2024-10-11,6,27.5,5403.77,,81,0.5,900.6281832286362,Bronze,0,None,6484.52
CUST_01655,Male,55+,Guwahati,On-Trade,2022-03-15,2022-11-24,3,13.3,1914.63,0.161,768,0.25,638.2097872634042,Bronze,1,None,1531.7
CUST_01656,Male,45-54,Chandigarh,On-Trade,2023-09-16,2023-04-07,4,20.2,5324.27,0.119,634,0.3333333333333333,1331.0671672332082,Bronze,1,Summer_Fest,4259.42
CUST_01657,Male,18-24,Kolkata,Off-Trade,2022-08-13,2024-07-05,10,52.6,12245.27,0.149,179,0.8333333333333334,1224.5268775473123,Silver,1,None,9796.22
CUST_01658,Male,25-34,Jaipur,Off-Trade,2023-09-10,2022-06-15,2,14.8,1978.73,0.185,930,0.16666666666666666,989.3645053177473,Bronze,1,None,1582.98
CUST_01659,Male,35-44,Chandigarh,On-Trade,2022-06-17,2024-11-08,7,54.5,8219.77,0.1,53,0.5833333333333334,1174.252689392473,Bronze,0,,9863.72
CUST_01660,Female,18-24,Patna,E-commerce,2021-09-11,2024-01-19,6,35.8,8082.16,0.104,347,0.5,1347.0264421622596,Bronze,1,None,6465.73
CUST_01661,Female,25-34,Lucknow,Off-Trade,2022-10-20,2024-02-03,10,61.3,9463.21,0.072,332,0.8333333333333334,946.3209053679094,Bronze,1,Digital_Coupon,7570.57
CUST_01662,Female,18-24,Pune,On-Trade,2020-01-02,2023-01-20,2,15.6,1527.78,0.246,711,0.16666666666666666,763.8896180551909,Bronze,1,Sports_Promo,1222.22
CUST_01663,Male,35-44,Chandigarh,E-commerce,2021-08-22,2024-08-30,7,38.6,9063.72,0.052,123,0.5833333333333334,1294.8169578832917,Bronze,1,Sports_Promo,7250.98
CUST_01664,Male,35-44,Patna,Off-Trade,2020-02-26,2024-11-24,7,45.2,9594.87,0.13,37,0.5833333333333334,1370.695518472069,Bronze,0,Sports_Promo,11513.84
CUST_01665,Male,18-24,Pune,On-Trade,2022-08-16,2023-08-10,2,13.0,1467.49,0.161,509,0.16666666666666666,733.7446331276834,Bronze,1,Sports_Promo,1173.99
CUST_01666,Female,45-54,Ahmedabad,Off-Trade,2022-06-02,2022-10-12,2,13.8,1619.46,0.125,811,0.16666666666666666,809.7295951352024,Bronze,1,Summer_Fest,1295.57
CUST_01667,Male,25-34,Pune,On-Trade,2021-07-12,2022-01-24,2,12.9,2161.21,0.136,1072,0.16666666666666666,1080.6044596977702,Bronze,1,None,1728.97
CUST_01668,Female,45-54,Guwahati,On-Trade,2021-07-04,2023-08-09,1,3.4,1113.85,0.03,510,0.08333333333333333,1113.848886151114,Bronze,1,None,891.08
CUST_01669,Male,35-44,Chennai,On-Trade,2023-08-30,2023-05-04,0,0.0,0.0,0.146,607,0.0,0.0,Bronze,1,Sports_Promo,0.0
CUST_01670,Female,35-44,Kolkata,Off-Trade,2022-04-29,2022-08-18,5,38.7,5600.8,0.211,866,0.4166666666666667,1120.1597759680449,Bronze,1,Summer_Fest,4480.64
CUST_01671,Male,25-34,Patna,On-Trade,2022-09-04,2024-12-05,10,61.7,12293.43,0.158,26,0.8333333333333334,1229.3428770657124,Silver,0,Sports_Promo,14752.12
CUST_01672,Female,45-54,Guwahati,Off-Trade,2022-01-24,2023-06-18,0,0.0,0.0,0.097,562,0.0,0.0,Bronze,1,Summer_Fest,0.0
CUST_01673,Male,35-44,Patna,Off-Trade,2021-10-01,2024-12-26,5,21.0,6763.45,0.074,5,0.4166666666666667,1352.689729462054,Bronze,0,None,8116.14
CUST_01674,Female,25-34,Patna,Off-Trade,2022-02-13,2024-11-02,6,42.8,7413.9,0.117,59,0.5,1235.6497940583677,Bronze,0,None,8896.68
CUST_01675,Male,18-24,Patna,Off-Trade,2021-03-16,2024-01-17,8,56.6,10181.0,0.113,349,0.6666666666666666,1272.624840921895,Bronze,1,Summer_Fest,8144.8
CUST_01676,Male,18-24,Chandigarh,E-commerce,2020-04-03,2022-10-28,3,10.3,4385.56,0.124,795,0.25,1461.8528460490513,Bronze,1,Digital_Coupon,3508.45
CUST_01677,Male,55+,Mumbai,Off-Trade,2022-07-06,2024-04-15,4,27.2,2710.53,0.178,260,0.3333333333333333,677.6323305919174,Bronze,1,Digital_Coupon,2168.42
CUST_01678,Male,55+,Hyderabad,On-Trade,2022-06-04,2023-10-20,2,7.2,2266.91,0.016,438,0.16666666666666666,1133.4544332727833,Bronze,1,None,1813.53
CUST_01679,Male,25-34,Kolkata,On-Trade,2022-11-28,2024-10-30,7,24.1,4960.12,0.099,62,0.5833333333333334,708.588470201647,Bronze,0,None,5952.14
CUST_01680,Female,25-34,Hyderabad,Off-Trade,2022-08-31,2023-04-13,1,5.5,1469.38,0.24,628,0.08333333333333333,1469.3785306214695,Bronze,1,Summer_Fest,1175.5
CUST_01681,Male,45-54,Patna,Off-Trade,2023-12-13,2023-10-07,2,13.3,2498.28,0.083,451,0.16666666666666666,1249.1393754303124,Bronze,1,None,1998.62
CUST_01682,Male,25-34,Kolkata,Off-Trade,2021-11-16,2023-07-22,1,6.5,1263.35,0.166,528,0.08333333333333333,1263.3487366512634,Bronze,1,Summer_Fest,1010.68
CUST_01683,Female,25-34,Chandigarh,Off-Trade,2021-10-12,2024-05-03,6,30.0,7639.36,0.139,242,0.5,1273.2264544622576,Bronze,1,None,6111.49
CUST_01684,Male,45-54,Chandigarh,Off-Trade,2022-10-17,2024-01-11,12,92.5,17028.17,0.152,355,1.0,1419.0140484154958,Silver,1,Summer_Fest,13622.54
CUST_01685,Male,25-34,Chandigarh,Off-Trade,2020-03-25,2024-12-30,11,68.8,13083.94,0.064,1,0.9166666666666666,1189.4489827773652,Silver,0,None,15700.73
CUST_01686,Female,25-34,Kolkata,On-Trade,2023-05-29,2024-04-25,10,58.4,12490.21,0.017,250,0.8333333333333334,1249.0208750979125,Silver,1,None,9992.17
CUST_01687,Female,45-54,Jaipur,E-commerce,2020-11-27,2023-08-19,0,0.0,0.0,0.26,500,0.0,0.0,Bronze,1,None,0.0
CUST_01688,Female,18-24,Ahmedabad,On-Trade,2020-05-22,2024-01-01,5,34.4,3477.7,0.195,365,0.4166666666666667,695.5398608920277,Bronze,1,Sports_Promo,2782.16
CUST_01689,Female,18-24,Surat,On-Trade,2020-09-19,2022-08-08,2,6.7,2195.86,0.012,876,0.16666666666666666,1097.9294510352745,Bronze,1,None,1756.69
CUST_01690,Male,25-34,Surat,On-Trade,2022-01-31,2022-10-17,0,0.0,0.0,0.078,806,0.0,0.0,Bronze,1,None,0.0
CUST_01691,Female,55+,Mumbai,On-Trade,2020-08-05,2023-03-02,3,20.0,3677.23,0.145,670,0.25,1225.7429247523585,Bronze,1,None,2941.78
CUST_01692,Male,45-54,Guwahati,Off-Trade,2021-09-11,2024-04-02,11,62.9,14481.08,0.109,273,0.9166666666666666,1316.461698503482,Silver,1,Summer_Fest,11584.86
CUST_01693,Female,35-44,Pune,On-Trade,2021-07-17,2024-01-07,5,30.3,4196.01,,359,0.4166666666666667,839.2018321596336,Bronze,1,,3356.81
CUST_01694,Male,35-44,Jaipur,E-commerce,2023-04-17,2024-05-31,8,38.1,5659.18,0.035,214,0.6666666666666666,707.3974115753236,Bronze,1,Sports_Promo,4527.34
CUST_01695,Male,35-44,Surat,E-commerce,2022-10-13,2023-09-23,0,0.0,0.0,0.256,465,0.0,0.0,Bronze,1,None,0.0
CUST_01696,Female,35-44,Chennai,On-Trade,2023-03-19,2024-12-04,7,25.8,8760.66,0.153,27,0.5833333333333334,1251.522678353903,Bronze,0,Summer_Fest,10512.79
CUST_01697,Male,35-44,Pune,Off-Trade,2020-11-07,2023-05-13,1,6.5,740.12,0.114,598,0.08333333333333333,740.1192598807402,Bronze,1,None,592.1
CUST_01698,Female,25-34,Hyderabad,On-Trade,2020-12-31,2024-05-24,5,30.9,5999.57,0.155,221,0.4166666666666667,1199.9137600172478,Bronze,1,None,4799.66
CUST_01699,Female,18-24,Jaipur,Off-Trade,2021-05-18,2023-12-21,3,9.5,3284.34,0.111,376,0.25,1094.779635073455,Bronze,1,Summer_Fest,2627.47
CUST_01700,Male,25-34,Kolkata,On-Trade,2020-12-03,2024-12-03,5,30.0,6486.44,0.117,28,0.4166666666666667,1297.2877405424517,Bronze,0,Summer_Fest,7783.73
CUST_01701,Male,45-54,Jaipur,Off-Trade,2022-03-29,2024-01-15,9,38.8,10097.02,0.147,351,0.75,1121.8909864565571,Bronze,1,Sports_Promo,8077.62
CUST_01702,Female,18-24,Bhubaneswar,Off-Trade,2022-12-02,2023-10-14,0,0.0,0.0,0.179,444,0.0,0.0,Bronze,1,Digital_Coupon,0.0
CUST_01703,Male,35-44,Chandigarh,Off-Trade,2023-11-20,2023-04-25,4,20.0,2478.72,0.078,616,0.3333333333333333,619.6798450800386,Bronze,1,None,1982.98
CUST_01704,Female,35-44,Mumbai,E-commerce,2020-01-22,2024-04-18,7,38.9,10329.94,0.101,257,0.5833333333333334,1475.7055034706425,Bronze,1,None,8263.95
CUST_01705,Female,35-44,Hyderabad,On-Trade,2020-01-04,2023-11-06,1,6.4,804.14,0.035,421,0.08333333333333333,804.1391958608042,Bronze,1,None,643.31
CUST_01706,Male,18-24,Kochi,Off-Trade,2021-05-29,2022-04-14,1,4.1,1059.51,0.073,992,0.08333333333333333,1059.5089404910595,Bronze,1,Summer_Fest,847.61
CUST_01707,Male,35-44,Pune,On-Trade,2021-04-26,2024-10-07,9,53.6,5463.59,0.156,85,0.75,607.0654881038347,Bronze,0,None,6556.31
CUST_01708,Male,18-24,Hyderabad,Off-Trade,2021-06-01,2024-10-31,11,72.3,13210.84,0.183,61,0.9166666666666666,1200.9853453649687,Silver,0,Sports_Promo,15853.01
CUST_01709,Male,35-44,Bengaluru,On-Trade,2023-11-05,2024-04-02,8,49.1,11369.31,0.104,273,0.6666666666666666,1421.1635723545535,Bronze,1,Summer_Fest,9095.45
CUST_01710,Male,35-44,Pune,On-Trade,2023-12-15,2022-10-30,4,21.3,10934.28,0.102,793,0.3333333333333333,683.3923291519177,Bronze,1,Summer_Fest,8747.44
CUST_01711,Female,35-44,Surat,On-Trade,2022-03-20,2024-01-14,6,28.9,5773.09,0.115,352,0.5,962.1815063030823,Bronze,1,Sports_Promo,4618.47
CUST_01712,Male,18-24,Surat,On-Trade,2022-02-07,2024-01-25,4,24.6,4515.27,0.11,341,0.3333333333333333,1128.8172177956956,Bronze,1,None,3612.22
CUST_01713,Male,18-24,Hyderabad,On-Trade,2023-11-02,2023-02-18,4,15.6,3430.56,0.116,682,0.3333333333333333,857.6397855900535,Bronze,1,Summer_Fest,2744.45
CUST_01714,Male,25-34,Kolkata,Off-Trade,2021-01-27,2023-06-16,2,16.0,2063.98,0.112,564,0.16666666666666666,1031.989484005258,Bronze,1,Sports_Promo,1651.18
CUST_01715,Male,25-34,Mumbai,On-Trade,2023-01-30,2024-08-19,6,41.1,5884.6,0.13,134,0.5,980.7665032055828,Bronze,1,None,4707.68
CUST_01716,Male,45-54,Jaipur,E-commerce,2020-05-07,2024-04-01,7,51.9,8198.18,0.132,274,0.5833333333333334,1171.1684041187993,Bronze,1,None,6558.54
CUST_01717,Male,18-24,Jaipur,Off-Trade,2022-03-06,2024-12-20,8,41.4,8314.26,0.028,11,0.6666666666666666,1039.2823700897038,Bronze,0,None,9977.11
CUST_01718,Male,25-34,Bengaluru,Off-Trade,2021-03-27,2024-05-23,11,77.5,16495.68,0.07,222,0.9166666666666666,1499.6071363993515,Silver,1,None,13196.54
CUST_01719,Male,45-54,Patna,E-commerce,2022-05-28,2022-07-12,2,14.4,2225.68,0.153,903,0.16666666666666666,1112.8394435802782,Bronze,1,Summer_Fest,1780.54
CUST_01720,Male,25-34,Kolkata,E-commerce,2023-12-23,2024-02-21,8,60.5,10364.79,0.115,314,0.6666666666666666,1295.5985880501767,Bronze,1,None,8291.83
CUST_01721,Female,25-34,Chandigarh,On-Trade,2023-05-31,2024-05-05,7,45.7,4261.27,0.141,240,0.5833333333333334,608.7527701781758,Bronze,1,Sports_Promo,3409.02
CUST_01722,Female,25-34,Mumbai,Off-Trade,2023-06-10,2023-08-16,2,13.3,2602.99,0.186,503,0.16666666666666666,1301.4943492528253,Bronze,1,None,2082.39
CUST_01723,Male,35-44,Kolkata,Off-Trade,2020-02-16,2024-03-10,7,39.1,6117.54,0.122,296,0.5833333333333334,873.9341608665484,Bronze,1,Digital_Coupon,4894.03
CUST_01724,Male,25-34,Hyderabad,E-commerce,2020-09-28,2023-11-30,3,14.7,2421.26,0.167,397,0.25,807.0863976378674,Bronze,1,None,1937.01
CUST_01725,Male,25-34,Bhubaneswar,Off-Trade,2020-06-01,2024-11-28,8,58.6,6301.86,0.129,33,0.6666666666666666,787.7324015334499,Bronze,0,None,7562.23
