week_start,dc_id,region,sku,forecast_demand_cases,actual_demand_cases,opening_inventory_cases,production_cases,inbound_cases,closing_inventory_cases,lost_sales_cases,service_level_pct,avg_lead_time_days,capacity_utilization_pct,expedite_flag
2024-02-05,DC_005,South,Heineken_330_Can,872.0,783,993,460,507,1177,0,1.0,6.05159743488378,0.7964610426051768,0
2024-02-12,DC_005,South,Heineken_330_Can,941.0,995,1205,549,326,1085,0,1.0,5.579824967629896,0.7227503490142432,0
2024-02-19,DC_005,South,Heineken_330_Can,1007.0,1185,1338,388,435,976,0,1.0,6.240462646154953,0.6910277266211617,0
2024-02-26,DC_005,South,Heineken_330_Can,1043.0,1029,1167,498,495,1131,0,1.0,6.3457816381790835,0.7397592656071018,0
2024-03-04,DC_005,South,Heineken_330_Can,631.0,742,872,407,374,911,0,1.0,4.168519992467406,0.824095717975218,0
2024-03-11,DC_005,South,Heineken_330_Can,857.0,506,681,545,317,1037,0,1.0,3.622199021849076,0.7264512764572699,0
2024-03-18,DC_005,South,Heineken_330_Can,1007.0,898,1187,503,277,1069,0,1.0,5.257860770052449,0.7989003579460713,0
2024-03-25,DC_005,South,Heineken_330_Can,787.0,941,1173,186,499,917,0,1.0,5.888476198247886,0.6553917487350114,0
2024-04-01,DC_005,South,Heineken_330_Can,750.0,766,890,341,463,928,0,1.0,4.734388334886133,0.8133941049494434,0
2024-04-08,DC_005,South,Heineken_330_Can,579.0,521,644,353,416,892,0,1.0,5.2838305745451475,0.8184840052263167,0
2024-04-15,DC_005,South,Heineken_330_Can,916.0,1156,1312,452,182,790,0,1.0,3.018167008415346,0.714891200728992,0
2024-04-22,DC_005,South,Heineken_330_Can,904.0,817,960,304,105,552,0,1.0,4.465370551208754,0.47972525296197227,0
2024-04-29,DC_005,South,Heineken_330_Can,911.0,943,1156,588,174,975,0,1.0,8.653931954419932,0.8101090483092451,0
2024-05-06,DC_005,South,Heineken_330_Can,769.0,1117,1360,571,361,1175,0,1.0,5.6436130386814956,0.9516706111363721,0
2024-05-13,DC_005,South,Heineken_330_Can,818.0,864,1010,383,436,965,0,1.0,6.650759093983386,0.7954985584888581,0
2024-05-20,DC_005,South,Heineken_330_Can,986.0,1058,1250,561,318,1071,0,1.0,3.94914854768867,0.6743920169815811,0
2024-05-27,DC_005,South,Heineken_330_Can,764.0,941,1078,580,347,1064,0,1.0,5.600530558787205,0.7464766673176885,0
2024-06-03,DC_005,South,Heineken_330_Can,702.0,855,1087,538,297,1067,0,1.0,5.6922825453152335,0.7265006212388044,0
2024-06-10,DC_005,South,Heineken_330_Can,669.0,580,677,553,228,878,0,1.0,3.762911317124283,0.9667360119784615,0
2024-06-17,DC_005,South,Heineken_330_Can,916.0,726,792,225,173,464,0,1.0,4.145866939006329,,0
2024-06-24,DC_005,South,Heineken_330_Can,811.0,816,921,514,245,864,0,1.0,5.795122141022155,0.8473930551542646,0
2024-01-01,DC_005,South,Heineken_650_Bottle,719.0,601,837,263,212,711,0,1.0,7.344444699450531,0.6922976200068334,0
2024-01-08,DC_005,South,Heineken_650_Bottle,670.0,659,871,649,191,1052,0,1.0,5.329606607572695,0.5091190206839227,0
2024-01-15,DC_005,South,Heineken_650_Bottle,754.0,756,1016,427,328,1015,0,1.0,3.6943751531063436,0.8851404460341474,0
2024-01-22,DC_005,South,Heineken_650_Bottle,444.0,448,731,197,300,780,0,1.0,4.315329537224126,0.644023896483527,0
2024-01-29,DC_005,South,Heineken_650_Bottle,672.0,577,753,270,138,584,0,1.0,4.99247929562268,0.7794122021159676,0
2024-02-05,DC_005,South,Heineken_650_Bottle,601.0,836,1006,321,515,1006,0,1.0,4.586614299541296,,0
2024-02-12,DC_005,South,Heineken_650_Bottle,591.0,538,655,379,370,866,0,1.0,5.235620024673047,0.6630241068368385,0
2024-02-19,DC_005,South,Heineken_650_Bottle,743.0,900,1192,403,389,1084,0,1.0,5.495664346173397,0.806705357906382,0
2024-02-26,DC_005,South,Heineken_650_Bottle,638.0,730,946,452,291,959,0,1.0,2.2247701397459014,0.7856108874036293,0
2024-03-04,DC_005,South,Heineken_650_Bottle,485.0,436,515,165,325,569,0,1.0,7.193641879472907,0.7158100142692474,0
2024-03-11,DC_005,South,Heineken_650_Bottle,477.0,397,460,173,317,553,0,1.0,3.270114660569525,0.8577819081792806,0
2024-03-18,DC_005,South,Heineken_650_Bottle,680.0,818,1017,531,73,803,0,1.0,4.809511559247342,0.7347058102693119,0
2024-03-25,DC_005,South,Heineken_650_Bottle,543.0,559,624,273,102,440,0,1.0,6.25340127404049,0.7962045072092592,0
2024-04-01,DC_005,South,Heineken_650_Bottle,622.0,507,787,354,338,972,0,1.0,2.797648150198585,0.7991291749776156,0
2024-04-08,DC_005,South,Heineken_650_Bottle,691.0,741,804,420,209,692,0,1.0,4.0118214907867324,0.6434496297418137,0
2024-04-15,DC_005,South,Heineken_650_Bottle,621.0,641,878,170,241,648,0,1.0,6.501368332270431,0.7183683016527006,0
2024-04-22,DC_005,South,Heineken_650_Bottle,535.0,461,675,427,243,884,0,1.0,5.619508052069963,0.7540507658310821,0
2024-04-29,DC_005,South,Heineken_650_Bottle,639.0,466,711,400,349,994,0,1.0,6.687241183299863,0.583748740754055,0
2024-05-06,DC_005,South,Heineken_650_Bottle,515.0,522,719,293,124,614,0,1.0,4.551890990417056,0.7721280684509598,0
2024-05-13,DC_005,South,Heineken_650_Bottle,774.0,1006,1067,380,365,806,0,1.0,7.48477505435713,0.7071877984479455,0
2024-05-20,DC_005,South,Heineken_650_Bottle,463.0,561,817,254,257,767,0,1.0,4.852992488724221,0.640572889331585,0
2024-05-27,DC_005,South,Heineken_650_Bottle,521.0,559,755,285,397,878,0,1.0,5.74173023961956,0.8086708308746925,0
2024-06-03,DC_005,South,Heineken_650_Bottle,540.0,394,653,404,228,891,0,1.0,4.155277839903038,0.7419214164642371,0
2024-06-10,DC_005,South,Heineken_650_Bottle,709.0,752,849,319,308,724,0,1.0,3.602579493429718,0.7695889021956237,0
2024-06-17,DC_005,South,Heineken_650_Bottle,478.0,420,689,600,174,1043,0,1.0,4.4132146558197345,0.6243837385927424,0
2024-06-24,DC_005,South,Heineken_650_Bottle,647.0,599,673,206,33,313,0,1.0,4.37322403559727,0.5617529590282547,0
2024-01-01,DC_006,East,Heineken_330_Can,788.0,1011,1232,210,379,810,0,1.0,2.1413316436068146,0.7642450951098891,0
2024-01-08,DC_006,East,Heineken_330_Can,750.0,763,1004,710,176,1127,0,1.0,6.603378293081807,0.9891844744111875,0
2024-01-15,DC_006,East,Heineken_330_Can,858.0,828,902,437,571,1082,0,1.0,5.953820208531712,0.8094943832427043,0
2024-01-22,DC_006,East,Heineken_330_Can,851.0,819,917,608,274,980,0,1.0,6.607631189993277,0.6354040189783634,0
2024-01-29,DC_006,East,Heineken_330_Can,658.0,725,994,377,484,1130,0,1.0,6.468896222071139,0.6895521658913947,0
2024-02-05,DC_006,East,Heineken_330_Can,,657,895,364,253,855,0,1.0,3.105635739483916,0.843184929688032,0
2024-02-12,DC_006,East,Heineken_330_Can,893.0,1195,1472,337,340,954,0,1.0,4.5896786044715485,0.7986822437735196,0
2024-02-19,DC_006,East,Heineken_330_Can,624.0,491,667,512,295,983,0,1.0,3.946862799824066,0.879788557678325,0
2024-02-26,DC_006,East,Heineken_330_Can,741.0,852,1089,361,312,910,0,1.0,6.537993656145123,0.6873521697884744,0
2024-03-04,DC_006,East,Heineken_330_Can,906.0,604,782,454,361,993,0,1.0,4.999944074247892,0.8210281816184217,0
2024-03-11,DC_006,East,Heineken_330_Can,703.0,753,875,232,283,637,0,1.0,4.977005971604992,0.7752894192141945,0
2024-03-18,DC_006,East,Heineken_330_Can,984.0,742,905,385,511,1059,0,1.0,6.791635505056333,0.8971599526297882,0
2024-03-25,DC_006,East,Heineken_330_Can,741.0,1043,1292,505,118,872,0,1.0,8.172762469755781,,0
2024-04-01,DC_006,East,Heineken_330_Can,916.0,903,957,294,254,602,0,1.0,5.19918512466143,0.8232579618301499,0
2024-04-08,DC_006,East,Heineken_330_Can,901.0,941,1006,619,89,773,0,1.0,3.8609142805274566,0.7378597757597015,0
2024-04-15,DC_006,East,Heineken_330_Can,741.0,560,645,488,390,963,0,1.0,4.693289134775476,0.7804454693186001,0
2024-04-22,DC_006,East,Heineken_330_Can,926.0,946,1111,725,315,1205,0,1.0,4.9268236193197055,0.7976188726288853,0
2024-04-29,DC_006,East,Heineken_330_Can,796.0,840,949,412,364,885,0,1.0,2.846297361094763,0.8172623967124499,0
2024-05-06,DC_006,East,Heineken_330_Can,847.0,885,1041,313,219,688,0,1.0,,0.8493848482866134,0
2024-05-13,DC_006,East,Heineken_330_Can,798.0,950,1221,498,400,1169,0,1.0,3.1227448255694163,0.6247324325971356,0
2024-05-20,DC_006,East,Heineken_330_Can,940.0,982,1185,458,185,846,0,1.0,3.8062034977809924,0.7072613360026664,0
2024-05-27,DC_006,East,Heineken_330_Can,679.0,864,916,229,398,679,0,1.0,3.5050834562038182,0.8012990782944234,0
2024-06-03,DC_006,East,Heineken_330_Can,717.0,620,832,131,246,589,0,1.0,4.524162875651178,0.8165904121755722,0
2024-06-10,DC_006,East,Heineken_330_Can,889.0,1214,1282,771,324,1163,0,1.0,4.070526062889421,0.7783782935261984,0
2024-06-17,DC_006,East,Heineken_330_Can,979.0,655,800,305,534,984,0,1.0,3.8195531360405113,0.6553440765168446,0
2024-06-24,DC_006,East,Heineken_330_Can,683.0,558,710,606,365,1123,0,1.0,5.292628823990502,0.7994530966561504,0
2024-01-01,DC_006,East,Heineken_650_Bottle,584.0,550,745,261,265,721,0,1.0,5.89495168871705,0.6015220334721877,0
2024-01-08,DC_006,East,Heineken_650_Bottle,701.0,804,1010,325,342,873,0,1.0,4.904899345604152,0.6510270108060365,0
2024-01-15,DC_006,East,Heineken_650_Bottle,644.0,767,829,239,112,413,0,1.0,3.6655590620653182,0.8790093833121053,0
2024-01-22,DC_006,East,Heineken_650_Bottle,574.0,579,752,29,285,487,0,1.0,6.148624887014673,0.7991719673847859,0
2024-01-29,DC_006,East,Heineken_650_Bottle,616.0,540,727,318,195,700,0,1.0,2.348921609313507,0.8867866806277004,0
2024-02-05,DC_006,East,Heineken_650_Bottle,570.0,548,793,281,167,693,0,1.0,2.7742834418552857,0.759472295713637,0
2024-02-12,DC_006,East,Heineken_650_Bottle,561.0,656,825,378,322,869,0,1.0,4.271949032349,0.6922513154493756,0
2024-02-19,DC_006,East,Heineken_650_Bottle,708.0,742,951,270,253,732,0,1.0,4.0108174734438045,0.6398002002084333,0
2024-02-26,DC_006,East,Heineken_650_Bottle,481.0,477,644,448,243,858,0,1.0,7.888352095061102,0.6711895817556803,0
2024-03-04,DC_006,East,Heineken_650_Bottle,594.0,471,558,460,186,733,0,1.0,5.001143051110346,0.6473583176160035,0
2024-03-11,DC_006,East,Heineken_650_Bottle,616.0,892,967,607,306,988,0,1.0,6.989782406798225,0.8223968623848286,0
2024-03-18,DC_006,East,Heineken_650_Bottle,520.0,403,693,523,20,833,0,1.0,6.614063658735182,0.5646950150467557,0
2024-03-25,DC_006,East,Heineken_650_Bottle,575.0,491,608,451,187,755,0,1.0,3.253672966210082,0.7583433759587903,0
2024-04-01,DC_006,East,Heineken_650_Bottle,515.0,588,647,252,294,605,0,1.0,2.991683882219315,0.788292622304048,0
2024-04-08,DC_006,East,Heineken_650_Bottle,598.0,634,813,340,234,753,0,1.0,4.727666806818286,0.8696994180241203,0
2024-04-15,DC_006,East,Heineken_650_Bottle,548.0,613,887,627,243,1144,0,1.0,6.902126133387274,0.5823638674773031,0
2024-04-22,DC_006,East,Heineken_650_Bottle,560.0,633,847,180,313,707,0,1.0,6.303379207182593,0.8179313635420078,0
2024-04-29,DC_006,East,Heineken_650_Bottle,477.0,594,849,356,312,923,0,1.0,3.1882452205458636,0.8455201808333173,0
2024-05-06,DC_006,East,Heineken_650_Bottle,773.0,607,772,360,377,902,0,1.0,3.8379888895262093,0.8171328400355671,0
2024-05-13,DC_006,East,Heineken_650_Bottle,587.0,596,772,198,322,696,0,1.0,3.8492322109318833,1.0362488141014907,0
2024-05-20,DC_006,East,Heineken_650_Bottle,696.0,501,762,282,295,838,0,1.0,6.615970281378777,0.7126470114580454,0
2024-05-27,DC_006,East,Heineken_650_Bottle,693.0,540,752,234,327,773,0,1.0,5.11849830873299,0.8686032634038144,0
2024-06-03,DC_006,East,Heineken_650_Bottle,814.0,1109,1321,508,262,982,0,1.0,3.5575944055561908,0.7907024809397741,0
2024-06-10,DC_006,East,Heineken_650_Bottle,560.0,632,844,550,89,851,0,1.0,7.790852406213405,0.6815307538088665,0
2024-06-17,DC_006,East,Heineken_650_Bottle,515.0,505,676,357,252,780,0,1.0,3.1540071915860164,0.7624769066494775,0
2024-06-24,DC_006,East,Heineken_650_Bottle,799.0,889,964,469,111,655,0,1.0,5.847143677317209,0.4196777863194722,0
2024-01-01,DC_007,East,Heineken_330_Can,918.0,1072,1143,362,32,465,0,1.0,4.403474253973382,,0
2024-01-08,DC_007,East,Heineken_330_Can,1001.0,1201,1287,102,351,539,0,1.0,7.137084191956304,0.7796488034567762,0
2024-01-15,DC_007,East,Heineken_330_Can,795.0,453,542,263,233,585,0,1.0,4.702854213572102,0.7479644263957237,0
2024-01-22,DC_007,East,Heineken_330_Can,566.0,658,790,505,406,1043,0,1.0,9.137132586338371,,0
2024-01-29,DC_007,East,Heineken_330_Can,820.0,705,964,611,383,1253,0,1.0,4.957334900566467,0.8231275354944312,0
2024-02-05,DC_007,East,Heineken_330_Can,916.0,789,858,481,321,871,0,1.0,,0.9065187237820715,0
2024-02-12,DC_007,East,Heineken_330_Can,739.0,946,1001,563,118,736,0,1.0,4.299260996412397,0.7955462936655564,0
2024-02-19,DC_007,East,Heineken_330_Can,605.0,623,695,432,224,728,0,1.0,,0.6772470052427351,0
2024-02-26,DC_007,East,Heineken_330_Can,920.0,934,1111,575,234,986,0,1.0,6.779335634657434,0.7604199560949403,0
2024-03-04,DC_007,East,Heineken_330_Can,780.0,990,1047,601,393,1051,0,1.0,4.691133046315516,0.7070647691566857,0
2024-03-11,DC_007,East,Heineken_330_Can,819.0,874,969,525,533,1153,0,1.0,5.100086019193373,0.6447678993892021,0
2024-03-18,DC_007,East,Heineken_330_Can,891.0,1230,1506,699,310,1285,0,1.0,7.815938868529139,0.5766025642588027,0
2024-03-25,DC_007,East,Heineken_330_Can,788.0,970,1127,467,412,1036,0,1.0,1.0,,0
2024-04-01,DC_007,East,Heineken_330_Can,836.0,699,834,414,523,1072,0,1.0,2.5688626669961465,0.6769497574074494,0
2024-04-08,DC_007,East,Heineken_330_Can,709.0,793,1072,262,212,753,0,1.0,5.213069413480423,0.7791638924048385,0
2024-04-15,DC_007,East,Heineken_330_Can,819.0,801,1076,491,403,1169,0,1.0,4.466538402361477,0.7588872674212416,0
2024-04-22,DC_007,East,Heineken_330_Can,984.0,990,1270,265,169,714,0,1.0,4.927226643269077,0.9331596671836488,0
2024-04-29,DC_007,East,Heineken_330_Can,732.0,838,961,291,377,791,0,1.0,5.961823003640776,0.8616309545006064,0
2024-05-06,DC_007,East,Heineken_330_Can,855.0,692,842,576,268,994,0,1.0,5.046986060516617,0.5764959352820773,0
2024-05-13,DC_007,East,Heineken_330_Can,888.0,857,1109,141,258,651,0,1.0,4.515240060349872,0.811246958164791,0
2024-05-20,DC_007,East,Heineken_330_Can,724.0,564,751,514,113,814,0,1.0,3.6135362368930086,0.7394043161158312,0
2024-05-27,DC_007,East,Heineken_330_Can,1038.0,1189,1290,219,303,623,0,1.0,4.809804647549356,0.5423549708191167,0
2024-06-03,DC_007,East,Heineken_330_Can,781.0,635,746,612,79,802,0,1.0,5.306614450827286,0.8872614269409871,0
2024-06-10,DC_007,East,Heineken_330_Can,799.0,735,874,207,360,706,0,1.0,4.516996929426112,0.8106991093270588,0
2024-06-17,DC_007,East,Heineken_330_Can,723.0,588,790,426,207,835,0,1.0,1.0,0.8162889899277992,0
2024-06-24,DC_007,East,Heineken_330_Can,920.0,928,1163,607,168,1010,0,1.0,3.3187602752285446,0.7917316953560426,0
2024-01-01,DC_007,East,Heineken_650_Bottle,522.0,500,716,378,151,745,0,1.0,4.429159838581524,0.7997384637640371,0
2024-01-08,DC_007,East,Heineken_650_Bottle,494.0,553,829,345,369,990,0,1.0,8.87017816223059,0.8224520623039879,0
2024-01-15,DC_007,East,Heineken_650_Bottle,681.0,443,555,464,253,829,0,1.0,3.8770757961098257,0.8310318827046496,0
2024-01-22,DC_007,East,Heineken_650_Bottle,555.0,651,752,261,291,653,0,1.0,5.902346613073871,0.8743260154615959,0
2024-01-29,DC_007,East,Heineken_650_Bottle,380.0,392,667,323,377,975,0,1.0,7.2138021169097915,0.58714194745931,0
2024-02-05,DC_007,East,Heineken_650_Bottle,603.0,467,633,397,224,787,0,1.0,6.136892090071479,0.7838794254287961,0
2024-02-12,DC_007,East,Heineken_650_Bottle,500.0,490,775,329,278,892,0,1.0,5.369867887454283,0.7542306539844454,0
2024-02-19,DC_007,East,Heineken_650_Bottle,715.0,790,845,186,135,376,0,1.0,7.2102358504163,0.8527893096022843,0
2024-02-26,DC_007,East,Heineken_650_Bottle,671.0,647,862,409,27,651,0,1.0,5.427036569540764,0.6849377219074949,0
2024-03-04,DC_007,East,Heineken_650_Bottle,726.0,703,966,484,307,1054,0,1.0,6.201109502185609,0.6649698460418907,0
2024-03-11,DC_007,East,Heineken_650_Bottle,486.0,425,551,523,285,934,0,1.0,3.7806201521063034,0.577547953083589,0
2024-03-18,DC_007,East,Heineken_650_Bottle,479.0,318,516,263,252,713,0,1.0,6.26797369766042,0.621251031632132,0
2024-03-25,DC_007,East,Heineken_650_Bottle,620.0,625,771,262,222,630,0,1.0,5.010310856159211,0.7323986175199918,0
2024-04-01,DC_007,East,Heineken_650_Bottle,602.0,569,737,293,202,663,0,1.0,6.60127386593528,0.7164289597031429,0
2024-04-08,DC_007,East,Heineken_650_Bottle,698.0,822,920,445,333,876,0,1.0,5.345691189758229,0.6420468302789689,0
2024-04-15,DC_007,East,Heineken_650_Bottle,593.0,673,874,502,153,856,0,1.0,5.760826159907079,,0
2024-04-22,DC_007,East,Heineken_650_Bottle,585.0,471,694,278,226,727,0,1.0,6.101878084506559,0.6560822778918993,0
2024-04-29,DC_007,East,Heineken_650_Bottle,624.0,581,685,505,329,938,0,1.0,2.18162514190863,0.8597240602083874,0
2024-05-06,DC_007,East,Heineken_650_Bottle,635.0,759,887,279,31,438,0,1.0,4.404961843171586,0.5775341264171812,0
2024-05-13,DC_007,East,Heineken_650_Bottle,519.0,491,692,311,145,657,0,1.0,2.0242060070063146,0.8038382727790966,0
2024-05-20,DC_007,East,Heineken_650_Bottle,531.0,469,619,411,307,868,0,1.0,,0.5742446881825292,0
2024-05-27,DC_007,East,Heineken_650_Bottle,669.0,743,976,227,295,755,0,1.0,5.5155177596391285,0.5041863021122551,0
2024-06-03,DC_007,East,Heineken_650_Bottle,579.0,664,796,541,151,824,0,1.0,6.345645883720893,0.9403480950598737,0
2024-06-10,DC_007,East,Heineken_650_Bottle,652.0,745,844,353,321,773,0,1.0,4.862567232861135,0.854471234534612,0
2024-06-17,DC_007,East,Heineken_650_Bottle,553.0,409,704,557,312,1164,0,1.0,5.809657767520957,0.7111495853081634,0
2024-06-24,DC_007,East,Heineken_650_Bottle,517.0,507,746,313,393,945,0,1.0,3.1590366735259834,0.8026695445549195,0
2024-01-01,DC_008,South,Heineken_330_Can,673.0,836,1050,630,203,1047,0,1.0,2.648965318274114,0.6216081485773187,0
2024-01-08,DC_008,South,Heineken_330_Can,865.0,1175,1266,268,496,855,0,1.0,4.5757933751808455,0.6176858319116058,0
2024-01-15,DC_008,South,Heineken_330_Can,671.0,629,701,316,395,783,0,1.0,5.171255823620056,0.9163095614655146,0
2024-01-22,DC_008,South,Heineken_330_Can,557.0,475,534,344,403,806,0,1.0,3.176932126218405,0.6880981105268322,0
2024-01-29,DC_008,South,Heineken_330_Can,1049.0,1032,1216,666,488,1338,0,1.0,7.004275953020249,0.6046985848001825,0
2024-02-05,DC_008,South,Heineken_330_Can,940.0,656,816,110,15,285,0,1.0,2.883854701404122,0.45955577584575613,0
2024-02-12,DC_008,South,Heineken_330_Can,739.0,817,927,542,224,876,0,1.0,2.3755039537193303,0.9153206459118978,0
2024-02-19,DC_008,South,Heineken_330_Can,781.0,637,935,522,325,1145,0,1.0,6.799654657867251,0.8610466201727118,0
2024-02-26,DC_008,South,Heineken_330_Can,903.0,1045,1222,864,506,1547,0,1.0,3.7965318925210756,0.821680014264683,0
2024-03-04,DC_008,South,Heineken_330_Can,609.0,612,870,321,43,622,0,1.0,7.584153896183124,0.7460793041123204,0
2024-03-11,DC_008,South,Heineken_330_Can,676.0,858,1139,611,437,1329,0,1.0,6.459381812656444,0.746442568230085,0
2024-03-18,DC_008,South,Heineken_330_Can,829.0,993,1207,302,59,575,0,1.0,3.703909173184194,0.871670097744608,0
2024-03-25,DC_008,South,Heineken_330_Can,785.0,831,1014,574,286,1043,0,1.0,4.743677475325927,0.810483785175731,0
2024-04-01,DC_008,South,Heineken_330_Can,879.0,958,1111,636,13,802,0,1.0,2.4093699662634034,0.6320940026856898,0
2024-04-08,DC_008,South,Heineken_330_Can,939.0,853,1006,555,396,1104,0,1.0,4.960046364394272,0.9420702117094606,0
2024-04-15,DC_008,South,Heineken_330_Can,838.0,828,939,303,184,598,0,1.0,2.110762840218425,0.7023181397374161,0
2024-04-22,DC_008,South,Heineken_330_Can,739.0,579,802,735,456,1414,0,1.0,5.336879271154897,0.7017361765288452,0
2024-04-29,DC_008,South,Heineken_330_Can,853.0,783,1056,450,174,897,0,1.0,3.619126802946532,0.7602589027262084,0
2024-05-06,DC_008,South,Heineken_330_Can,988.0,1100,1371,435,307,1013,0,1.0,4.010688051933035,0.7549186979809719,0
2024-05-13,DC_008,South,Heineken_330_Can,976.0,1089,1363,434,205,913,0,1.0,4.194890026835294,0.8121891055055392,0
2024-05-20,DC_008,South,Heineken_330_Can,558.0,839,1006,452,488,1107,0,1.0,4.748195998459643,0.7032706779311173,0
2024-05-27,DC_008,South,Heineken_330_Can,648.0,693,826,557,205,895,0,1.0,5.308300323728547,0.7625272094322562,0
2024-06-03,DC_008,South,Heineken_330_Can,857.0,1312,1466,264,466,884,0,1.0,4.7551313344283095,0.851165467751031,0
2024-06-10,DC_008,South,Heineken_330_Can,658.0,629,843,550,178,942,0,1.0,5.826475293489317,0.7657772657831634,0
2024-06-17,DC_008,South,Heineken_330_Can,969.0,871,1097,480,331,1037,0,1.0,5.693017297309405,0.8220833791184341,0
2024-06-24,DC_008,South,Heineken_330_Can,648.0,825,942,303,362,782,0,1.0,5.115305187651214,0.7507040874015595,0
2024-01-01,DC_008,South,Heineken_650_Bottle,726.0,920,1084,254,181,599,0,1.0,5.324008248308327,0.8446050350885391,0
2024-01-08,DC_008,South,Heineken_650_Bottle,648.0,627,798,468,109,748,0,1.0,6.194713846239533,0.9213888909581444,0
2024-01-15,DC_008,South,Heineken_650_Bottle,549.0,523,600,296,242,615,0,1.0,4.7302230144031725,0.8084845045285476,0
2024-01-22,DC_008,South,Heineken_650_Bottle,633.0,881,1177,278,246,820,0,1.0,6.951960526042053,0.6271000673037892,0
2024-01-29,DC_008,South,Heineken_650_Bottle,484.0,505,764,375,143,777,0,1.0,6.40182905832549,0.7475777833335889,0
2024-02-05,DC_008,South,Heineken_650_Bottle,533.0,614,891,380,157,814,0,1.0,7.2767589412400975,0.7821079329883982,0
2024-02-12,DC_008,South,Heineken_650_Bottle,580.0,390,541,254,319,724,0,1.0,5.702470121102185,0.594277693632625,0
2024-02-19,DC_008,South,Heineken_650_Bottle,724.0,669,816,234,292,673,0,1.0,3.1866838966456332,0.8483273831467818,0
2024-02-26,DC_008,South,Heineken_650_Bottle,586.0,539,640,235,234,570,0,1.0,4.9984047558573526,0.7826710318757885,0
2024-03-04,DC_008,South,Heineken_650_Bottle,657.0,801,1075,374,393,1041,0,1.0,1.8773875114950176,0.7064198180222021,0
2024-03-11,DC_008,South,Heineken_650_Bottle,676.0,759,964,301,303,809,0,1.0,1.8807589741195665,0.7196120831566906,0
2024-03-18,DC_008,South,Heineken_650_Bottle,590.0,579,747,221,267,656,0,1.0,5.861354908781861,0.842871707981815,0
2024-03-25,DC_008,South,Heineken_650_Bottle,634.0,430,547,146,304,567,0,1.0,5.451487435074056,0.6241276887744787,0
2024-04-01,DC_008,South,Heineken_650_Bottle,758.0,786,990,287,312,803,0,1.0,7.459826055033245,0.6439413735572375,0
2024-04-08,DC_008,South,Heineken_650_Bottle,726.0,1037,1311,272,224,770,0,1.0,5.375756518885814,0.8448396013206914,0
2024-04-15,DC_008,South,Heineken_650_Bottle,587.0,632,768,387,181,704,0,1.0,3.9455308135768696,0.7276344939950803,0
2024-04-22,DC_008,South,Heineken_650_Bottle,587.0,557,769,578,219,1009,0,1.0,6.807736387087661,1.05,0
2024-04-29,DC_008,South,Heineken_650_Bottle,488.0,479,566,232,69,388,0,1.0,5.692134283905894,0.7717922978175137,0
2024-05-06,DC_008,South,Heineken_650_Bottle,560.0,586,666,271,281,632,0,1.0,6.161990876648608,0.7662544190320175,0
2024-05-13,DC_008,South,Heineken_650_Bottle,678.0,566,759,185,301,679,0,1.0,3.585942832962953,0.7131329429835166,0
2024-05-20,DC_008,South,Heineken_650_Bottle,736.0,614,838,622,172,1018,0,1.0,6.798392898223296,0.7408930306542715,0
2024-05-27,DC_008,South,Heineken_650_Bottle,777.0,752,807,585,66,706,0,1.0,4.042921602558322,0.6252620306757721,0
2024-06-03,DC_008,South,Heineken_650_Bottle,511.0,659,892,408,270,911,0,1.0,4.759129012790983,0.7225368471937148,0
2024-06-10,DC_008,South,Heineken_650_Bottle,,751,956,315,374,894,0,1.0,8.126476542693919,0.7190674947338843,0
2024-06-17,DC_008,South,Heineken_650_Bottle,702.0,836,992,278,337,771,0,1.0,8.003672160329193,0.7250822032864969,0
2024-06-24,DC_008,South,Heineken_650_Bottle,473.0,559,834,403,281,959,0,1.0,6.47890930414198,0.7233935165611832,0
2024-01-01,DC_009,West,Heineken_330_Can,862.0,933,1050,413,284,814,0,1.0,5.544793577064725,0.781194191137133,0
2024-01-08,DC_009,West,Heineken_330_Can,808.0,728,883,561,389,1105,0,1.0,4.8103749685578,0.8801355802644165,0
2024-01-15,DC_009,West,Heineken_330_Can,761.0,705,951,534,339,1119,0,1.0,4.187812125779665,0.8388281989649171,0
2024-01-22,DC_009,West,Heineken_330_Can,759.0,532,719,198,227,612,0,1.0,3.95456875788145,0.7170434004275855,0
2024-01-29,DC_009,West,Heineken_330_Can,922.0,1188,1318,415,378,923,0,1.0,4.2429968558512146,0.7836978069337867,0
2024-02-05,DC_009,West,Heineken_330_Can,528.0,542,654,409,244,765,0,1.0,7.4331656868397635,0.750348401031426,0
2024-02-12,DC_009,West,Heineken_330_Can,718.0,658,796,529,321,988,0,1.0,1.6206345261367536,0.8156937680344195,0
2024-02-19,DC_009,West,Heineken_330_Can,855.0,1073,1325,232,283,767,0,1.0,3.714181416088638,0.7225596208788608,0
2024-02-26,DC_009,West,Heineken_330_Can,852.0,978,1252,505,161,940,0,1.0,5.8657108541452025,0.671609478294323,0
2024-03-04,DC_009,West,Heineken_330_Can,712.0,787,887,661,165,926,0,1.0,3.282312264251626,0.4858642710954393,0
2024-03-11,DC_009,West,Heineken_330_Can,765.0,886,1059,579,311,1063,0,1.0,4.538605386089656,0.48153711042076114,0
2024-03-18,DC_009,West,Heineken_330_Can,617.0,576,768,740,515,1447,0,1.0,5.810421362994196,0.7008132291279504,0
2024-03-25,DC_009,West,Heineken_330_Can,776.0,1036,1100,610,141,815,0,1.0,4.46270298279731,0.7305998341215096,0
