transaction_id,date,region,city,outlet_type,sales_channel,customer_type,brand,pack_size_ml,pack_type,promo_flag,promo_type,discount_pct,competitor_price_index,units_sold,base_price_per_unit,gross_sales_value,net_sales_value,stock_at_start,stock_at_end,oos_flag,weather,temp_c,event
TXN_000769,2024-05-13,South,Chennai,Bar/Restaurant,On-Trade,Independent Store,Local_Brand_B,500,Keg,0,None,0.04,0.964,68,129.67,8817.25,8467.62,85,14,0,Sunny,26.4,None
TXN_000770,2024-01-17,South,Chennai,Convenience Store,Off-Trade,HoReCa,Local_Brand_B,500,Can,0,None,0.024,1.067,30,126.85,3805.55,3714.58,59,34,0,Cloudy,29.4,None
TXN_000771,2024-11-27,North,Chandigarh,Supermarket,Off-Trade,Retail Chain,Local_Brand_A,330,Can,1,Display,0.117,1.025,48,119.43,5732.61,5064.5,66,26,0,Sunny,23.4,None
TXN_000772,2024-07-16,East,Kolkata,Hypermarket,Off-Trade,Independent Store,Local_Brand_A,650,Can,0,None,0.024,0.904,94,157.55,14810.15,14459.89,156,63,0,Sunny,25.5,None
TXN_000773,2024-03-20,West,Ahmedabad,E-commerce,Off-Trade,Retail Chain,Local_Brand_B,500,Can,0,None,0.011,1.04,34,136.45,4639.23,4588.8,61,23,0,Sunny,31.1,None
TXN_000774,2024-07-14,East,Kolkata,Bar/Restaurant,On-Trade,Modern Trade,Heineken,1000,Bottle,1,Digital_Coupon,0.144,1.058,106,276.29,29286.47,25072.43,172,75,0,Sunny,26.6,Sports_Event
TXN_000775,2024-02-02,North,Chandigarh,Bar/Restaurant,On-Trade,Modern Trade,Local_Brand_A,650,Can,1,Bundle,0.252,0.971,81,160.48,12998.98,9717.51,102,17,0,Humid,24.4,None
TXN_000776,2024-09-05,South,Chennai,Convenience Store,Off-Trade,Retail Chain,Heineken,650,Can,0,None,0.045,1.02,40,211.01,8440.42,8060.5,67,36,0,Sunny,30.1,Festival
TXN_000777,2024-01-01,North,Delhi,Supermarket,Off-Trade,Retail Chain,Kingfisher,1000,Bottle,1,Price_Off,0.083,0.938,390,243.3,94887.0,87011.379,119,41,0,Cool,25.1,Concert
TXN_000778,2024-03-19,West,Pune,Hypermarket,Off-Trade,Independent Store,Heineken,330,Keg,0,None,0.049,0.996,57,155.74,8877.14,8437.97,91,36,0,Cool,28.4,None
TXN_000779,2024-05-07,North,Delhi,Bar/Restaurant,On-Trade,Retail Chain,Heineken,330,Can,1,Bundle,0.102,0.903,73,155.6,11358.63,10202.67,106,39,0,Rainy,25.9,None
TXN_000780,2024-05-24,West,Pune,Bar/Restaurant,On-Trade,Retail Chain,Heineken,1000,Keg,0,None,0.014,1.066,84,256.83,21574.06,21261.23,108,23,0,Sunny,29.3,None
TXN_000781,2024-05-26,East,Guwahati,E-commerce,Off-Trade,Retail Chain,Heineken,500,Draft,0,None,0.027,1.034,41,208.89,8564.64,8336.55,79,44,0,Sunny,30.1,None
TXN_000782,2024-02-23,West,Surat,Hypermarket,Off-Trade,HoReCa,Heineken,500,Can,0,None,0.005,1.004,55,191.34,10523.85,10474.25,73,24,0,Sunny,27.9,None
TXN_000783,2024-12-04,West,Mumbai,Convenience Store,Off-Trade,Independent Store,Local_Brand_A,1000,Bottle,0,None,0.043,0.874,34,200.35,6811.87,6519.59,62,31,0,Sunny,29.1,Sports_Event
TXN_000784,2024-03-24,North,Delhi,Supermarket,Off-Trade,Retail Chain,Local_Brand_A,500,Can,0,None,0.042,0.969,66,143.81,9491.44,9095.73,128,70,0,Sunny,26.4,None
TXN_000785,2024-09-13,North,Jaipur,Convenience Store,Off-Trade,Independent Store,Heineken,1000,Bottle,0,None,0.005,1.006,31,272.66,8452.58,8409.63,47,15,0,Humid,30.2,Festival
TXN_000786,2024-08-02,West,Mumbai,Convenience Store,Off-Trade,HoReCa,Budweiser,500,Keg,0,None,0.039,0.951,20,179.17,3583.38,3444.48,40,26,0,Rainy,27.9,None
TXN_000787,2024-05-23,East,Kolkata,Hypermarket,Off-Trade,Independent Store,Local_Brand_B,500,Draft,0,None,0.01,1.0,55,146.74,8070.64,7989.97,76,22,0,,27.9,None
TXN_000788,2024-05-31,West,Mumbai,Supermarket,Off-Trade,Modern Trade,Budweiser,330,Bottle,1,Price_Off,0.291,0.917,87,150.2,13067.77,9259.81,156,73,0,Sunny,30.2,None
TXN_000789,2024-07-30,East,Kolkata,Supermarket,Off-Trade,HoReCa,Heineken,1000,Can,1,Bundle,0.286,1.004,73,279.55,20407.25,14567.82,115,47,0,Sunny,28.7,None
TXN_000790,2024-07-10,North,Jaipur,Hypermarket,Off-Trade,Modern Trade,Kingfisher,330,Draft,0,None,0.026,1.049,43,150.77,6483.03,6316.1,59,17,0,Rainy,24.1,Sports_Event
TXN_000791,2024-07-04,West,Surat,Convenience Store,Off-Trade,Retail Chain,Local_Brand_A,330,Can,0,None,0.011,,21,119.91,2518.17,2491.57,41,26,0,Humid,29.3,None
TXN_000792,2024-05-31,North,Delhi,Supermarket,Off-Trade,Modern Trade,Budweiser,1000,Bottle,0,None,0.016,0.936,34,255.12,8673.93,8532.73,47,15,0,Rainy,24.0,None
TXN_000793,2024-04-10,West,Surat,Supermarket,Off-Trade,Independent Store,Kingfisher,330,Can,1,Digital_Coupon,0.139,0.974,92,142.39,13100.21,11273.01,107,14,0,Cloudy,27.8,None
TXN_000794,2024-06-17,East,Kolkata,Convenience Store,Off-Trade,HoReCa,Heineken,500,Keg,0,None,0.021,1.044,21,184.3,3870.28,3787.83,36,11,0,Sunny,27.9,None
TXN_000795,2024-06-09,East,Guwahati,Bar/Restaurant,On-Trade,Modern Trade,Local_Brand_B,650,Bottle,0,None,0.026,0.971,63,145.56,9170.1,8930.51,86,23,0,Sunny,25.6,None
TXN_000796,2024-08-11,North,Lucknow,Convenience Store,Off-Trade,Retail Chain,Heineken,500,Keg,1,Display,0.243,1.029,68,187.79,12769.42,9671.61,133,63,0,Sunny,24.2,Sports_Event
TXN_000797,2024-07-02,North,Chandigarh,Supermarket,Off-Trade,Modern Trade,Local_Brand_B,650,Bottle,0,None,0.018,0.947,32,142.7,4566.31,4485.78,45,8,0,Sunny,25.7,None
TXN_000798,2024-12-16,South,Bengaluru,E-commerce,Off-Trade,Independent Store,Local_Brand_A,650,Draft,0,None,0.017,1.012,33,167.87,5539.58,5443.82,48,18,0,Cool,24.3,None
TXN_000799,2024-09-27,South,Kochi,Supermarket,Off-Trade,Modern Trade,Local_Brand_B,500,Can,0,None,0.045,0.995,47,119.9,5635.35,5382.25,85,44,0,Cool,28.9,None
TXN_000800,2024-11-16,North,Delhi,Bar/Restaurant,On-Trade,Independent Store,Heineken,500,Can,0,None,0.009,1.107,94,193.71,18208.93,18037.42,108,18,0,Sunny,26.0,Long_Weekend
TXN_000801,2024-06-11,South,Bengaluru,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,500,Bottle,1,Digital_Coupon,0.242,,33,130.18,4295.9,3256.91,58,29,0,Cool,25.5,None
TXN_000802,2024-02-06,West,Surat,Hypermarket,Off-Trade,Retail Chain,Heineken,330,Can,0,None,0.032,1.083,77,160.57,12363.66,11974.18,115,35,0,Cloudy,27.8,None
TXN_000803,2024-08-27,South,Hyderabad,Supermarket,Off-Trade,HoReCa,Local_Brand_B,650,Can,1,Display,0.066,0.959,44,154.67,6805.7,6359.61,73,30,0,Sunny,30.7,None
TXN_000804,2024-01-30,East,Patna,Convenience Store,Off-Trade,HoReCa,Heineken,500,Bottle,0,None,0.026,,13,177.39,2306.05,2245.83,41,27,0,,28.9,None
TXN_000805,2024-08-05,East,Kolkata,Supermarket,Off-Trade,Retail Chain,Kingfisher,500,Bottle,1,Bundle,,,70,155.82,10907.32,8173.97,128,62,0,Rainy,25.9,None
TXN_000806,2024-01-11,East,Kolkata,Hypermarket,Off-Trade,Retail Chain,Heineken,500,Draft,0,None,0.015,0.943,35,207.74,7271.03,7161.09,51,16,0,Cloudy,28.9,None
TXN_000807,2024-10-14,South,Chennai,Convenience Store,Off-Trade,Independent Store,Heineken,330,Can,0,None,0.025,0.906,40,151.43,6057.23,5907.24,72,27,0,Rainy,28.3,None
TXN_000808,2024-09-14,East,Patna,Convenience Store,Off-Trade,Independent Store,Heineken,650,Can,1,Price_Off,0.123,1.07,33,225.05,7426.65,6512.54,50,17,0,Cloudy,25.4,None
TXN_000809,2024-05-03,West,Mumbai,Supermarket,Off-Trade,Modern Trade,Kingfisher,330,Bottle,1,Display,0.078,1.003,101,137.91,13929.41,12846.31,140,43,0,Sunny,31.1,None
TXN_000810,2024-06-22,South,Hyderabad,Supermarket,Off-Trade,HoReCa,Kingfisher,500,Bottle,1,Digital_Coupon,0.247,1.027,94,163.61,15379.33,11575.16,107,16,0,Cloudy,29.3,Concert
TXN_000811,2024-01-22,South,Chennai,Supermarket,Off-Trade,Retail Chain,Local_Brand_B,330,Draft,0,None,0.014,0.982,46,125.23,5760.37,5676.88,77,40,0,Rainy,27.7,None
TXN_000812,2024-11-24,South,Bengaluru,Convenience Store,Off-Trade,Retail Chain,Local_Brand_A,330,Draft,0,None,0.025,1.075,39,132.65,5173.52,5046.27,50,15,0,Sunny,29.7,None
TXN_000813,2024-04-27,West,Pune,Bar/Restaurant,On-Trade,Independent Store,Heineken,650,Bottle,0,None,0.043,0.984,81,211.64,17142.47,16407.79,118,46,0,Rainy,29.3,Long_Weekend
TXN_000814,2024-02-24,East,Patna,Supermarket,Off-Trade,Independent Store,Budweiser,330,Draft,0,None,0.008,0.95,52,163.28,8490.62,8425.54,90,38,0,Cloudy,28.1,Concert
TXN_000815,2024-10-12,West,Ahmedabad,Convenience Store,Off-Trade,Independent Store,Kingfisher,330,Can,1,Bundle,0.201,0.884,72,144.46,10401.06,8310.83,98,24,0,Rainy,28.1,Festival
TXN_000816,2024-06-29,East,Guwahati,Hypermarket,Off-Trade,Independent Store,Budweiser,500,Bottle,1,Bundle,0.226,1.058,5,167.05,835.27,646.82,27,21,0,Cloudy,26.9,Concert
TXN_000817,2024-12-10,East,Patna,Supermarket,Off-Trade,Retail Chain,Heineken,500,Bottle,1,Display,0.069,1.152,72,182.59,13146.38,12242.14,139,76,0,Cloudy,26.4,None
TXN_000818,2024-10-03,South,Hyderabad,Supermarket,Off-Trade,Independent Store,Local_Brand_A,500,Bottle,0,None,0.005,1.105,35,149.81,5243.36,5219.54,56,25,0,Rainy,27.9,None
TXN_000819,2024-12-03,West,Surat,Supermarket,Off-Trade,Retail Chain,Local_Brand_A,330,Draft,1,Price_Off,0.091,0.963,63,123.68,7791.55,7078.95,99,45,0,Sunny,28.5,None
TXN_000820,2024-10-02,East,Patna,Hypermarket,Off-Trade,Independent Store,Local_Brand_A,650,Can,0,None,0.048,0.988,42,159.78,6710.76,6390.16,71,25,0,Cloudy,30.4,None
TXN_000821,2024-08-19,West,Pune,Convenience Store,Off-Trade,Retail Chain,Heineken,1000,Bottle,1,Bundle,0.125,0.893,13,264.23,3434.98,3004.42,30,26,0,Rainy,29.6,None
TXN_000822,2024-06-15,East,Bhubaneswar,Supermarket,Off-Trade,Independent Store,Kingfisher,1000,Bottle,1,Bundle,0.202,0.804,68,243.54,16560.84,13216.43,134,65,0,Sunny,,Festival
TXN_000823,2024-10-17,North,Chandigarh,Supermarket,Off-Trade,HoReCa,Local_Brand_B,1000,Can,1,Display,0.235,0.967,53,180.81,9582.79,7330.06,68,12,0,Cool,22.5,None
TXN_000824,2024-01-29,North,Delhi,Supermarket,Off-Trade,Independent Store,Budweiser,330,Keg,0,None,0.049,1.038,74,155.15,11480.93,10917.1,134,59,0,Rainy,21.5,Sports_Event
TXN_000825,2024-12-31,South,Bengaluru,Supermarket,Off-Trade,Independent Store,Budweiser,500,Bottle,1,Digital_Coupon,0.175,0.983,8,177.08,1416.65,1168.3,27,22,0,Sunny,27.7,None
TXN_000826,2024-02-25,South,Bengaluru,Convenience Store,Off-Trade,HoReCa,Kingfisher,500,Keg,1,Display,0.252,0.88,51,161.09,8215.69,6146.21,87,37,0,Rainy,25.3,None
TXN_000827,2024-06-24,West,Pune,Hypermarket,Off-Trade,HoReCa,Kingfisher,650,Bottle,0,None,0.014,1.015,14,182.71,2557.95,2521.91,32,18,0,Cloudy,29.1,None
TXN_000828,2024-03-07,North,Jaipur,Supermarket,Off-Trade,Independent Store,Local_Brand_B,330,Can,0,None,0.012,0.934,36,111.79,4024.48,3974.72,72,40,0,Rainy,22.6,Long_Weekend
TXN_000829,2024-10-14,East,Patna,Supermarket,Off-Trade,Modern Trade,Budweiser,650,Can,0,None,0.005,1.048,29,202.14,5862.0,5834.29,53,19,0,Sunny,26.0,None
TXN_000830,2024-11-09,West,Ahmedabad,Supermarket,Off-Trade,Modern Trade,Budweiser,1000,Bottle,1,Digital_Coupon,0.103,0.828,93,251.96,23432.22,21007.72,134,38,0,Sunny,29.8,Long_Weekend
TXN_000831,2024-11-29,South,Chennai,Convenience Store,Off-Trade,HoReCa,Budweiser,500,Can,0,None,0.013,0.979,45,178.45,8030.29,7925.99,71,25,0,Cloudy,28.9,Festival
TXN_000832,2024-08-05,West,Surat,Bar/Restaurant,On-Trade,Retail Chain,Local_Brand_B,650,Bottle,1,Digital_Coupon,0.106,1.041,109,143.83,15677.46,14008.83,133,32,0,Humid,29.0,Festival
TXN_000833,2024-11-20,North,Chandigarh,Convenience Store,Off-Trade,Retail Chain,Budweiser,330,Can,0,None,0.015,1.014,24,150.92,3622.2,3568.59,39,18,0,Rainy,25.0,Long_Weekend
TXN_000834,2024-01-28,North,Lucknow,Hypermarket,Off-Trade,Independent Store,Heineken,330,Bottle,0,None,0.002,1.121,65,156.3,10159.36,10141.94,99,43,0,Rainy,24.3,None
TXN_000835,2024-11-23,North,Chandigarh,Supermarket,Off-Trade,Retail Chain,Budweiser,500,Can,0,None,0.008,1.2,40,184.04,7361.61,7303.93,51,19,0,Cloudy,26.5,None
TXN_000836,2024-04-18,East,Patna,Convenience Store,Off-Trade,Modern Trade,Kingfisher,500,Draft,0,None,0.007,0.941,28,182.12,5099.32,5065.74,45,15,0,Sunny,26.8,None
TXN_000837,2024-08-27,East,Bhubaneswar,Supermarket,Off-Trade,Retail Chain,Budweiser,1000,Can,0,None,0.025,0.8,72,254.07,18292.97,17839.88,95,29,0,Sunny,26.8,Concert
TXN_000838,2024-08-15,West,Ahmedabad,Supermarket,Off-Trade,Independent Store,Local_Brand_B,1000,Bottle,0,None,0.013,1.115,55,183.41,10087.4,9954.8,75,17,0,Cool,27.4,None
TXN_000839,2024-11-11,West,Ahmedabad,Convenience Store,Off-Trade,Retail Chain,Local_Brand_A,1000,Can,0,None,0.014,1.008,22,205.04,4510.97,4448.37,39,17,0,Humid,31.3,None
TXN_000840,2024-09-25,North,Chandigarh,Supermarket,Off-Trade,Independent Store,Budweiser,650,Bottle,0,None,0.033,0.963,47,202.55,9519.63,9203.16,86,46,0,Sunny,29.1,None
TXN_000841,2024-09-30,West,Ahmedabad,Convenience Store,Off-Trade,HoReCa,Budweiser,1000,Draft,0,None,0.041,0.937,25,271.7,6792.6,6514.76,43,19,0,Sunny,30.5,None
TXN_000842,2024-02-19,North,Jaipur,Supermarket,Off-Trade,HoReCa,Local_Brand_B,500,Bottle,0,None,0.008,0.997,5,123.25,616.26,611.14,12,7,0,Cool,23.8,None
TXN_000843,2024-10-25,West,Pune,Convenience Store,Off-Trade,Independent Store,Budweiser,650,Draft,1,Display,0.152,1.027,28,232.81,6518.67,5530.23,41,22,0,Sunny,29.7,Festival
TXN_000844,2024-08-12,West,Mumbai,E-commerce,Off-Trade,Independent Store,Heineken,650,Bottle,0,None,0.05,1.091,49,216.76,10621.2,10090.35,88,36,0,Humid,28.8,Sports_Event
TXN_000845,2024-12-06,East,Guwahati,Hypermarket,Off-Trade,Retail Chain,Heineken,500,Bottle,1,Bundle,0.074,,77,178.67,13757.37,12741.13,90,9,0,Humid,29.9,None
TXN_000846,2024-10-28,East,Patna,Supermarket,Off-Trade,Retail Chain,Heineken,1000,Bottle,0,None,0.049,1.043,41,283.7,11631.53,11063.67,57,19,0,Sunny,28.6,None
TXN_000847,2024-01-24,South,Chennai,Supermarket,Off-Trade,HoReCa,Local_Brand_B,330,Bottle,1,Display,0.291,1.126,93,109.27,10162.19,7205.78,169,82,0,Sunny,30.2,Festival
TXN_000848,2024-01-05,East,Patna,E-commerce,Off-Trade,HoReCa,Budweiser,500,Can,0,None,0.003,0.951,25,180.9,4522.46,4507.41,40,19,0,Cloudy,26.4,None
TXN_000849,2024-10-25,West,Pune,Hypermarket,Off-Trade,HoReCa,Kingfisher,330,Draft,0,None,0.007,1.097,70,150.23,10515.84,10446.48,91,16,0,Sunny,29.9,None
TXN_000850,2024-11-04,North,Lucknow,E-commerce,Off-Trade,Modern Trade,Local_Brand_B,500,Bottle,0,None,0.04,1.017,49,135.55,6642.08,6376.39,76,36,0,Sunny,25.6,None
TXN_000851,2024-04-12,East,Bhubaneswar,Hypermarket,Off-Trade,Independent Store,Heineken,500,Can,0,None,0.018,1.02,114,193.47,22055.47,21655.42,170,64,0,Sunny,26.8,Sports_Event
TXN_000852,2024-08-15,South,Hyderabad,Supermarket,Off-Trade,Retail Chain,Local_Brand_A,330,Can,1,Price_Off,0.175,0.933,61,120.31,7338.74,6053.28,111,58,0,Humid,28.8,None
TXN_000853,2024-06-02,West,Mumbai,Supermarket,Off-Trade,Retail Chain,Kingfisher,650,Can,0,None,0.046,1.002,72,197.03,14186.14,13527.88,144,72,0,Rainy,31.4,Sports_Event
TXN_000854,2024-09-03,North,Lucknow,Convenience Store,Off-Trade,Independent Store,Kingfisher,330,Keg,0,None,0.028,1.017,47,140.32,6595.06,6411.48,63,17,0,Cool,24.1,Festival
TXN_000855,2024-09-25,West,Surat,Convenience Store,Off-Trade,Retail Chain,Heineken,330,Bottle,0,None,0.016,0.998,22,156.94,3452.79,3396.45,51,26,0,Humid,30.0,None
TXN_000856,2024-08-19,South,Bengaluru,Convenience Store,Off-Trade,Independent Store,Kingfisher,650,Bottle,0,None,0.004,1.099,14,181.18,2536.5,2525.5,23,10,0,Cool,30.4,None
TXN_000857,2024-10-03,East,Guwahati,Convenience Store,Off-Trade,Independent Store,Budweiser,500,Can,0,None,0.008,1.192,21,183.29,3849.09,3818.22,27,6,0,Sunny,27.5,None
TXN_000858,2024-12-11,South,Hyderabad,Supermarket,Off-Trade,Retail Chain,Kingfisher,1000,Draft,1,Display,0.244,1.082,45,258.15,11616.54,8783.75,70,34,0,Rainy,27.9,None
TXN_000859,2024-12-19,West,Surat,Convenience Store,Off-Trade,HoReCa,Kingfisher,330,Bottle,0,None,0.022,0.875,45,134.89,6069.98,5936.75,79,36,0,Sunny,33.3,Sports_Event
TXN_000860,2024-02-09,North,Delhi,Supermarket,Off-Trade,HoReCa,Local_Brand_B,330,Bottle,0,None,0.036,1.035,100,114.16,11415.85,11006.08,173,81,0,Sunny,27.1,Festival
TXN_000861,2024-07-24,East,Guwahati,Bar/Restaurant,On-Trade,HoReCa,Kingfisher,1000,Bottle,0,None,0.038,0.939,68,245.05,16663.26,16030.6,95,25,0,Cloudy,27.5,None
TXN_000862,2024-10-25,North,Lucknow,Supermarket,Off-Trade,Retail Chain,Kingfisher,1000,Keg,1,Digital_Coupon,0.182,1.121,67,223.72,14988.91,12258.63,87,28,0,Sunny,25.0,None
TXN_000863,2024-02-28,West,Surat,Supermarket,Off-Trade,Independent Store,Heineken,650,Bottle,0,None,0.043,0.959,57,210.61,12004.83,11487.15,98,50,0,Cool,28.8,None
TXN_000864,2024-02-18,South,Chennai,Supermarket,Off-Trade,Independent Store,Local_Brand_B,500,Bottle,1,Price_Off,0.235,0.986,118,129.02,15224.15,11651.12,162,49,0,Sunny,28.7,Festival
TXN_000865,2024-06-23,West,Ahmedabad,E-commerce,Off-Trade,Independent Store,Kingfisher,1000,Bottle,1,Bundle,0.219,0.974,27,230.82,6232.03,4864.33,46,24,0,Sunny,27.6,None
TXN_000866,2024-08-29,West,Mumbai,Supermarket,Off-Trade,Independent Store,Local_Brand_A,1000,Draft,0,None,0.001,0.985,42,235.41,9887.4,9876.24,79,34,0,Rainy,,Sports_Event
TXN_000867,2024-05-26,South,Hyderabad,Supermarket,Off-Trade,Retail Chain,Budweiser,650,Can,0,None,0.044,0.854,84,196.82,16533.18,15803.56,152,69,0,Cloudy,30.1,Concert
TXN_000868,2024-10-18,North,Chandigarh,Supermarket,Off-Trade,HoReCa,Imported_Special,650,Draft,1,Display,,1.097,78,221.77,17298.14,16028.26,105,29,0,Cloudy,25.9,None
TXN_000869,2024-12-15,West,Surat,Hypermarket,Off-Trade,Independent Store,Budweiser,330,Bottle,1,Digital_Coupon,0.227,1.042,164,147.66,24215.64,18718.32,201,34,0,Cloudy,30.7,Festival
TXN_000870,2024-12-29,East,Bhubaneswar,Supermarket,Off-Trade,Retail Chain,Budweiser,330,Bottle,0,None,0.032,1.07,230,151.79,34911.7,33794.52559999999,75,33,0,Sunny,30.2,Sports_Event
TXN_000871,2024-02-02,South,Bengaluru,Hypermarket,Off-Trade,HoReCa,Local_Brand_A,1000,Can,0,None,0.017,0.999,69,212.3,14648.91,14400.51,109,49,0,Humid,27.8,None
TXN_000872,2024-04-17,East,Kolkata,E-commerce,Off-Trade,Independent Store,Kingfisher,1000,Bottle,0,None,0.013,0.938,24,239.04,5736.98,5664.05,53,34,0,Sunny,28.4,None
TXN_000873,2024-12-08,North,Jaipur,E-commerce,Off-Trade,Independent Store,Kingfisher,650,Can,1,Digital_Coupon,0.158,1.099,44,178.87,7870.29,6630.53,84,40,0,Sunny,24.8,None
TXN_000874,2024-11-13,North,Lucknow,Supermarket,Off-Trade,Retail Chain,Local_Brand_B,500,Bottle,0,None,,0.993,41,129.09,5292.58,5138.56,64,18,0,,22.9,None
TXN_000875,2024-08-07,East,Guwahati,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,650,Bottle,0,None,0.046,0.905,36,142.71,5137.41,4903.5,51,16,0,Sunny,30.6,None
TXN_000876,2024-08-07,North,Lucknow,Supermarket,Off-Trade,Independent Store,Heineken,500,Can,0,None,,1.005,59,187.28,11049.58,10846.95,77,22,0,Sunny,26.1,Festival
TXN_000877,2024-10-01,West,Ahmedabad,E-commerce,Off-Trade,Independent Store,Local_Brand_A,650,Can,0,None,0.028,0.98,34,151.25,5142.53,4997.15,63,34,0,Cloudy,29.6,None
TXN_000878,2024-04-10,West,Mumbai,Hypermarket,Off-Trade,Independent Store,Budweiser,500,Can,1,Display,0.293,0.862,41,179.66,7366.11,5209.85,60,25,0,Cloudy,28.7,None
TXN_000879,2024-01-31,West,Mumbai,Hypermarket,Off-Trade,Retail Chain,Kingfisher,1000,Keg,1,Bundle,0.163,0.909,85,240.15,20412.98,17090.2,94,6,0,Rainy,25.4,None
TXN_000880,2024-02-19,East,Patna,E-commerce,Off-Trade,Independent Store,Budweiser,330,Draft,1,Bundle,0.196,0.914,34,163.19,5548.35,4462.74,65,37,0,Rainy,24.1,Long_Weekend
TXN_000881,2024-06-18,West,Mumbai,Convenience Store,Off-Trade,Independent Store,Kingfisher,330,Can,1,Digital_Coupon,0.263,0.863,38,139.81,5312.88,3916.35,66,34,0,Sunny,29.6,None
TXN_000882,2024-12-24,West,Mumbai,Supermarket,Off-Trade,Independent Store,Local_Brand_A,1000,Draft,0,None,0.01,1.015,49,210.0,10290.18,10192.33,79,35,0,Sunny,29.7,None
TXN_000883,2024-01-17,East,Kolkata,Convenience Store,Off-Trade,Retail Chain,Budweiser,650,Can,1,Bundle,0.297,0.922,35,193.89,6786.12,4767.37,54,18,0,Cool,25.2,None
TXN_000884,2024-08-07,North,Jaipur,Convenience Store,Off-Trade,Retail Chain,Heineken,1000,Bottle,1,Digital_Coupon,0.128,1.105,36,263.73,9494.43,8275.57,50,15,0,Sunny,26.3,None
TXN_000885,2024-07-14,North,Lucknow,Convenience Store,Off-Trade,Independent Store,Budweiser,330,Bottle,1,Display,0.073,1.019,47,151.78,7133.81,6610.34,93,51,0,Cloudy,27.2,Long_Weekend
TXN_000886,2024-09-18,South,Chennai,Convenience Store,Off-Trade,Independent Store,Budweiser,650,Bottle,0,None,0.028,1.123,31,204.03,6325.01,6149.76,51,26,0,Cloudy,27.3,None
TXN_000887,2024-11-11,North,Lucknow,Bar/Restaurant,On-Trade,Independent Store,Budweiser,1000,Can,1,Digital_Coupon,0.188,0.894,72,256.63,18477.68,15004.05,127,50,0,Rainy,23.8,Long_Weekend
TXN_000888,2024-10-01,North,Chandigarh,E-commerce,Off-Trade,Independent Store,Local_Brand_A,330,Can,0,None,0.032,0.983,25,117.1,2927.59,2833.44,41,17,0,Cloudy,25.8,None
TXN_000889,2024-07-04,East,Patna,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,500,Bottle,1,Price_Off,0.288,0.978,49,126.2,6183.85,4403.77,68,27,0,Sunny,30.1,Concert
TXN_000890,2024-08-02,South,Chennai,Convenience Store,Off-Trade,Independent Store,Heineken,500,Can,0,None,0.044,1.023,28,196.46,5500.75,5260.78,35,11,0,Sunny,27.2,Festival
TXN_000891,2024-02-09,East,Guwahati,Bar/Restaurant,On-Trade,Independent Store,Local_Brand_A,1000,Can,1,Price_Off,0.16,0.955,54,197.35,10657.09,8947.32,81,25,0,,22.7,None
TXN_000892,2024-10-27,South,Bengaluru,Supermarket,Off-Trade,Retail Chain,Local_Brand_B,650,Bottle,1,Bundle,0.201,1.042,29,144.26,4183.58,3344.51,47,14,0,Cloudy,29.5,None
TXN_000893,2024-02-11,East,Kolkata,Hypermarket,Off-Trade,HoReCa,Heineken,650,Bottle,0,None,0.015,0.938,46,204.39,9401.93,9265.51,58,8,0,Cool,23.8,None
TXN_000894,2024-11-21,East,Kolkata,Convenience Store,Off-Trade,Retail Chain,Heineken,500,Can,0,None,0.039,0.981,24,192.94,4630.51,4448.45,51,26,0,Rainy,,None
TXN_000895,2024-05-31,North,Lucknow,Hypermarket,Off-Trade,Independent Store,Heineken,500,Bottle,0,None,0.033,1.061,57,181.98,10372.85,10030.49,109,50,0,Sunny,27.1,None
TXN_000896,2024-05-29,East,Kolkata,Convenience Store,Off-Trade,HoReCa,Budweiser,1000,Bottle,1,Digital_Coupon,0.072,0.981,31,255.81,7930.09,7356.82,49,24,0,Cool,23.4,None
TXN_000897,2024-02-22,South,Bengaluru,Convenience Store,Off-Trade,HoReCa,Budweiser,330,Bottle,0,None,,0.985,20,150.04,3000.71,2999.98,38,22,0,Cloudy,30.8,None
TXN_000898,2024-07-31,West,Surat,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,500,Bottle,0,None,0.019,0.913,26,129.2,3359.1,3294.22,44,26,0,,25.9,None
TXN_000899,2024-11-29,West,Pune,Bar/Restaurant,On-Trade,HoReCa,Kingfisher,650,Can,0,None,0.047,0.958,102,187.62,19137.35,18230.77,134,33,0,Sunny,29.5,Festival
TXN_000900,2024-05-31,North,Delhi,Convenience Store,Off-Trade,Independent Store,Heineken,650,Bottle,0,None,0.037,1.127,55,210.17,11559.37,11129.8,72,25,0,Sunny,26.5,None
TXN_000901,2024-05-24,West,Pune,Convenience Store,Off-Trade,Independent Store,Budweiser,330,Bottle,1,,0.165,0.943,42,144.97,6088.72,5083.24,81,36,0,Sunny,31.2,None
TXN_000902,2024-05-02,South,Kochi,Supermarket,Off-Trade,Retail Chain,Local_Brand_A,330,Bottle,1,Bundle,0.144,0.968,41,123.51,5063.73,4335.53,75,32,0,Cloudy,29.9,None
TXN_000903,2024-04-24,West,Ahmedabad,Hypermarket,Off-Trade,Retail Chain,Local_Brand_B,500,Can,0,None,0.021,0.889,49,130.39,6389.32,6255.84,87,43,0,Rainy,28.0,None
