outlet_id,month,region,city,outlet_type,channel,heineken_facings,heineken_shelf_share,heineken_cooler_share,monthly_footfall,activation_flag,execution_score,oos_days,heineken_volume_cases,competitor_volume_cases,heineken_revenue_inr,gross_margin_pct
OUT_0035,5/1/2024,North,Lucknow,Supermarket,Off-Trade,10,0.209779799,0.186828729,2325,0,77.16272041,1,92,132,13437.73085,0.297537828
OUT_0035,6/1/2024,North,Lucknow,Supermarket,Off-Trade,9,0.214739031,0.231424519,1714,0,87.71465373,0,78,98,12105.18713,0.294531299
OUT_0035,7/1/2024,North,Lucknow,Supermarket,Off-Trade,8,0.170815195,0.346237266,2201,0,74.06571267,3,97,202,16974.71861,0.233023359
OUT_0035,8/1/2024,North,Lucknow,Supermarket,Off-Trade,9,0.16714374,0.259403122,2356,0,82.93465559,0,71,80,10111.60744,0.402144104
OUT_0035,9/1/2024,North,Lucknow,Supermarket,Off-Trade,9,0.232635883,0.365335192,1190,0,65.68512589,1,73,168,12215.06657,0.198003369
OUT_0035,10/1/2024,North,Lucknow,Supermarket,Off-Trade,9,0.231528661,0.236072074,1446,0,78.5439912,1,89,127,15262.3751,0.292165897
OUT_0035,11/1/2024,North,Lucknow,Supermarket,Off-Trade,6,0.17886164,0.255848288,1958,0,73.66206393,2,84,88,14180.77266,0.323869748
OUT_0035,12/1/2024,North,Lucknow,Supermarket,Off-Trade,2,0.113294487,0.212284001,2207,0,74.33965981,1,140,146,20391.28622,0.239819623
OUT_0036,1/1/2024,South,Kochi,Bar,On-Trade,7,0.165615772,0.148593464,1298,0,58.71574123,2,34,58,5798.219771,0.227099181
OUT_0036,2/1/2024,South,Kochi,Bar,On-Trade,9,0.192478662,0.384242786,829,1,85.03584805,0,57,93,9465.569128,0.331067682
OUT_0036,3/1/2024,South,Kochi,Bar,On-Trade,13,0.279162592,0.294050007,2071,0,58.55022267,1,26,25,4355.227713,0.322933386
OUT_0036,4/1/2024,South,Kochi,Bar,On-Trade,7,0.255945959,0.484144999,1398,1,63.46861728,0,65,74,10217.54698,0.293621426
OUT_0036,5/1/2024,South,Kochi,Bar,On-Trade,13,0.207664322,0.255373976,1593,0,63.80493415,0,43,73,6283.946561,0.248781546
OUT_0036,6/1/2024,South,Kochi,Bar,On-Trade,8,0.187088747,0.270136971,790,0,48.51677401,1,44,74,7338.12415,0.299724643
OUT_0036,7/1/2024,South,Kochi,Bar,On-Trade,14,0.262229516,0.218400058,1279,0,78.36945399,1,46,61,6554.330172,0.327918211
OUT_0036,8/1/2024,South,Kochi,Bar,On-Trade,9,0.303895726,0.17572821,1668,0,87.30346572,0,49,64,6884.687178,0.365737053
OUT_0036,9/1/2024,South,Kochi,Bar,On-Trade,6,0.194410632,0.287819055,928,0,53.39545546,1,28,40,4568.507789,0.302467037
OUT_0036,10/1/2024,South,Kochi,Bar,On-Trade,13,0.186939795,0.364381731,1067,0,62.58069542,2,42,55,6975.879679,0.202357888
OUT_0036,11/1/2024,South,Kochi,Bar,On-Trade,11,0.177369392,0.340821455,798,0,76.98329576,1,47,111,7318.758697,0.223043254
OUT_0036,12/1/2024,South,Kochi,Bar,On-Trade,11,0.277525807,0.399116542,827,1,86.56123516,1,71,85,11367.77709,0.163245795
OUT_0037,1/1/2024,North,Chandigarh,Hypermarket,Off-Trade,8,0.223763884,0.243939837,1896,0,77.01302099,1,75,65,11035.86475,0.288046818
OUT_0037,2/1/2024,North,Chandigarh,Hypermarket,Off-Trade,7,0.221008912,0.371024198,2283,0,,2,115,181,18586.87829,0.232135041
OUT_0037,3/1/2024,North,Chandigarh,Hypermarket,Off-Trade,3,0.194746737,0.201132186,2642,0,72.61777314,1,82,74,13122.02933,0.190459468
OUT_0037,4/1/2024,North,Chandigarh,Hypermarket,Off-Trade,11,0.223267692,0.169787977,2263,0,64.46227823,3,77,95,12859.06573,0.329773334
OUT_0037,5/1/2024,North,Chandigarh,Hypermarket,Off-Trade,11,0.234377754,0.280381389,1970,1,77.02074564,1,124,152,20147.87104,0.276488762
OUT_0037,6/1/2024,North,Chandigarh,Hypermarket,Off-Trade,12,0.278402459,0.341707382,1784,1,85.88946655,0,98,141,14457.09046,0.206022995
OUT_0037,7/1/2024,North,Chandigarh,Hypermarket,Off-Trade,10,0.137908744,0.157221472,2210,0,80.17801562,0,73,70,11067.02563,0.338543533
OUT_0037,8/1/2024,North,Chandigarh,Hypermarket,Off-Trade,9,0.265571858,0.332266289,1854,1,86.49139105,1,57,90,9806.420919,0.266275022
OUT_0037,9/1/2024,North,Chandigarh,Hypermarket,Off-Trade,8,0.195901824,0.247949785,2209,0,65.77014529,1,124,145,19667.11415,0.301935089
OUT_0037,10/1/2024,North,Chandigarh,Hypermarket,Off-Trade,9,0.283419767,0.193006931,1779,0,82.14273405,2,70,60,11191.50994,0.303081915
OUT_0037,11/1/2024,North,Chandigarh,Hypermarket,Off-Trade,9,0.243552032,0.174565582,1850,0,82.83041958,0,71,72,11815.46698,0.273790794
OUT_0037,12/1/2024,North,Chandigarh,Hypermarket,Off-Trade,10,0.154597504,0.167262197,2906,0,,2,57,80,9029.63382,0.285294996
OUT_0038,1/1/2024,North,Jaipur,Hypermarket,Off-Trade,5,0.130427244,0.238846081,1790,0,76.23759533,0,86,139,12044.74493,0.226689965
OUT_0038,2/1/2024,North,Jaipur,Hypermarket,Off-Trade,12,0.175839082,0.329316981,2473,1,81.65468148,0,60,76,10169.73417,0.311025634
OUT_0038,3/1/2024,North,Jaipur,Hypermarket,Off-Trade,9,0.223767369,0.216950859,2007,1,78.28223537,0,142,165,20836.78566,0.214671851
OUT_0038,4/1/2024,North,Jaipur,Hypermarket,Off-Trade,9,0.379247191,0.402733549,2880,1,75.9611761,0,131,187,19802.01532,0.326428832
OUT_0038,5/1/2024,North,Jaipur,Hypermarket,Off-Trade,10,0.218652794,0.235819503,2159,1,91.12257561,0,99,131,17310.06102,0.210535395
OUT_0038,6/1/2024,North,Jaipur,Hypermarket,Off-Trade,10,0.181848391,0.360409058,2516,1,93.69998862,0,104,137,17533.81594,0.184808841
OUT_0038,7/1/2024,North,Jaipur,Hypermarket,Off-Trade,11,0.283924772,0.280852875,1913,0,74.0945377,1,58,81,9761.019566,0.285543669
OUT_0038,8/1/2024,North,Jaipur,Hypermarket,Off-Trade,0,,0.309395995,1365,0,84.95425833,1,88,222,13053.40611,0.262943649
OUT_0038,9/1/2024,North,Jaipur,Hypermarket,Off-Trade,16,0.179572301,0.414341608,2245,0,73.40254654,2,50,76,8559.623622,0.3053637
OUT_0038,10/1/2024,North,Jaipur,Hypermarket,Off-Trade,10,0.283460492,0.355458654,1753,1,85.3553727,0,101,117,15527.04483,0.278992075
OUT_0038,11/1/2024,North,Jaipur,Hypermarket,Off-Trade,4,0.181601433,0.169421751,1931,0,71.34703981,2,33,32,5670.411003,0.290861546
OUT_0038,12/1/2024,North,Jaipur,Hypermarket,Off-Trade,10,0.147611982,0.183107851,1784,0,65.86936796,3,72,106,10873.03224,0.234399316
OUT_0039,1/1/2024,North,Lucknow,Restaurant,On-Trade,8,0.225483855,0.450146216,1615,1,80.51667528,0,62,98,10356.18302,0.236162495
OUT_0039,2/1/2024,North,Lucknow,Restaurant,On-Trade,13,0.239975802,0.291893153,1253,0,71.79218613,1,18,24,2921.152623,0.354905279
OUT_0039,3/1/2024,North,Lucknow,Restaurant,On-Trade,8,0.289879329,0.308857262,2199,1,83.86533319,0,85,127,13459.81527,0.291978779
OUT_0039,4/1/2024,North,Lucknow,Restaurant,On-Trade,9,0.211506924,0.397761016,394,1,82.45776837,1,103,151,14577.28552,0.223242263
OUT_0039,5/1/2024,North,Lucknow,Restaurant,On-Trade,10,0.136725699,0.303083646,1478,0,62.37160807,0,106,123,18804.7552,0.296600212
OUT_0039,6/1/2024,North,Lucknow,Restaurant,On-Trade,10,0.233843435,,814,0,63.21475226,2,72,42,10108.23729,0.298337339
OUT_0039,7/1/2024,North,Lucknow,Restaurant,On-Trade,13,0.287130682,0.336959734,1021,0,80.92339385,0,68,119,11807.52324,0.315985937
OUT_0039,8/1/2024,North,Lucknow,Restaurant,On-Trade,7,0.249682767,0.377082739,2116,1,87.33009335,0,57,9,8591.468959,0.311820898
OUT_0039,9/1/2024,North,Lucknow,Restaurant,On-Trade,12,0.224478628,0.278818426,1752,0,73.08774078,2,42,73,7053.267109,0.329386901
OUT_0039,10/1/2024,North,Lucknow,Restaurant,On-Trade,11,0.199572468,0.214718428,1098,0,71.32244634,2,36,45,6204.649257,0.333346019
OUT_0039,11/1/2024,North,Lucknow,Restaurant,On-Trade,9,0.208274749,0.300449609,2256,0,67.54144387,1,73,92,12861.92677,0.234934119
OUT_0039,12/1/2024,North,Lucknow,Restaurant,On-Trade,13,0.093951719,0.274057517,388,0,82.59251759,1,46,82,6686.045938,0.340449588
OUT_0040,1/1/2024,South,Chennai,Supermarket,Off-Trade,11,0.27580188,0.28197151,1984,0,68.99665334,1,31,57,4936.047775,0.226947896
OUT_0040,2/1/2024,South,Chennai,Supermarket,Off-Trade,10,0.131059227,0.261702446,2179,0,75.3731027,0,147,194,20804.19779,0.285190836
OUT_0040,3/1/2024,South,Chennai,Supermarket,Off-Trade,6,0.188788554,0.223323455,1619,0,78.81198234,0,87,145,15316.35874,0.194884958
OUT_0040,4/1/2024,South,Chennai,Supermarket,Off-Trade,8,0.21188537,0.338463774,2478,0,74.00506595,2,103,36,18438.65886,0.292930622
OUT_0040,5/1/2024,South,Chennai,Supermarket,Off-Trade,8,0.327567074,0.34487103,2110,1,68.53350271,3,114,155,18281.59034,0.311174346
OUT_0040,6/1/2024,South,Chennai,Supermarket,Off-Trade,10,0.311816343,0.092403344,2218,0,76.22879077,0,87,84,12703.22482,0.27062481
OUT_0040,7/1/2024,South,Chennai,Supermarket,Off-Trade,7,0.104048635,0.244456132,2195,0,75.4428188,0,46,76,7645.084038,0.333726167
OUT_0040,8/1/2024,South,Chennai,Supermarket,Off-Trade,6,0.091965455,0.316685993,2108,0,63.85525703,2,73,29,12289.62424,0.195395836
OUT_0040,9/1/2024,South,Chennai,Supermarket,Off-Trade,12,0.204705957,0.166410493,1543,0,65.74188847,3,53,45,9184.6111,0.338302356
OUT_0040,10/1/2024,South,Chennai,Supermarket,Off-Trade,11,0.194876078,0.22534397,1502,0,76.87113006,0,36,45,6157.751401,0.23065356
OUT_0040,11/1/2024,South,Chennai,Supermarket,Off-Trade,11,0.251963539,0.260180874,936,0,67.46801956,2,108,171,18687.03843,0.280452713
OUT_0040,12/1/2024,South,Chennai,Supermarket,Off-Trade,15,0.197895644,0.296142603,1613,0,80.52023663,0,83,26,12452.58634,0.254448524
OUT_0041,1/1/2024,South,Hyderabad,Supermarket,Off-Trade,11,0.190683466,0.149776783,2026,0,64.86152588,2,81,131,13812.85957,0.323294115
OUT_0041,2/1/2024,South,Hyderabad,Supermarket,Off-Trade,8,0.175906044,0.239539568,1951,0,65.43161978,1,50,49,8211.886207,0.270882514
OUT_0041,3/1/2024,South,Hyderabad,Supermarket,Off-Trade,14,0.165416905,0.313438121,1761,0,58.84694568,2,129,158,21720.79789,0.265392585
OUT_0041,4/1/2024,South,Hyderabad,Supermarket,Off-Trade,14,0.156944628,0.290308475,2463,0,70.93282906,1,108,147,17020.6346,0.250520378
OUT_0041,5/1/2024,South,Hyderabad,Supermarket,Off-Trade,11,0.192224517,0.356291536,2335,0,57.6974825,1,48,49,8533.506086,0.287556569
OUT_0041,6/1/2024,South,Hyderabad,Supermarket,Off-Trade,12,0.192291841,0.374818957,1401,0,58.82425861,1,60,59,9125.342568,0.242169462
OUT_0041,7/1/2024,South,Hyderabad,Supermarket,Off-Trade,8,0.172908772,0.299676359,1390,1,82.56872572,1,76,18,11475.12669,0.248328937
OUT_0041,8/1/2024,South,Hyderabad,Supermarket,Off-Trade,8,0.330057697,0.180396214,1376,1,88.92498236,1,108,141,15288.33705,0.327342692
OUT_0041,9/1/2024,South,Hyderabad,Supermarket,Off-Trade,12,0.176737056,0.241890651,1304,0,76.42328635,0,92,130,14186.65441,0.335787974
OUT_0041,10/1/2024,South,Hyderabad,Supermarket,Off-Trade,9,0.170740132,0.334168015,2344,0,61.1261426,2,13,15,2218.946142,0.213414269
OUT_0041,11/1/2024,South,Hyderabad,Supermarket,Off-Trade,19,0.238628161,0.276118074,1823,0,55.11304955,1,64,108,10242.6871,0.355403791
OUT_0041,12/1/2024,South,Hyderabad,Supermarket,Off-Trade,8,0.150525169,0.230228255,2204,0,62.24177017,1,68,66,11289.81352,0.348336564
OUT_0042,1/1/2024,West,Mumbai,Liquor_Store,Off-Trade,9,0.270316649,0.385806114,1911,1,56.68824137,0,54,74,9241.403934,0.284486895
OUT_0042,2/1/2024,West,Mumbai,Liquor_Store,Off-Trade,7,0.137936674,0.049940116,860,0,76.77462421,1,21,29,3606.995224,0.359606706
OUT_0042,3/1/2024,West,Mumbai,Liquor_Store,Off-Trade,10,0.229517684,0.198374118,1086,0,58.79172973,1,47,28,6838.309287,0.333569232
OUT_0042,4/1/2024,West,Mumbai,Liquor_Store,Off-Trade,8,0.206584929,0.237179321,1534,0,67.83562152,2,62,77,10870.13453,0.265875793
OUT_0042,5/1/2024,West,Mumbai,Liquor_Store,Off-Trade,8,0.197566738,0.260921747,1363,0,60.07236189,2,55,60,8486.534852,0.22415502
OUT_0042,6/1/2024,West,Mumbai,Liquor_Store,Off-Trade,11,0.148029911,0.235161937,1849,0,70.60346978,2,31,40,5012.630546,0.278799359
OUT_0042,7/1/2024,West,Mumbai,Liquor_Store,Off-Trade,7,0.255756836,0.181103418,1651,0,74.97240772,4,59,75,9293.084232,0.267530449
OUT_0042,8/1/2024,West,Mumbai,Liquor_Store,Off-Trade,12,0.182902025,0.304362197,1172,0,74.08342942,2,53,58,9414.842126,0.238033269
OUT_0042,9/1/2024,West,Mumbai,Liquor_Store,Off-Trade,9,0.177299166,0.247905588,1005,0,76.34535522,0,60,83,10677.88251,0.273997722
OUT_0042,10/1/2024,West,Mumbai,Liquor_Store,Off-Trade,9,0.120148755,0.265196147,1079,0,67.16644326,1,48,40,8512.266066,0.320385333
OUT_0042,11/1/2024,West,Mumbai,Liquor_Store,Off-Trade,9,0.162840709,0.288001672,1050,0,44.88269563,4,59,104,8282.70862,0.337012253
OUT_0042,12/1/2024,West,Mumbai,Liquor_Store,Off-Trade,12,0.180947166,0.281675973,1015,0,83.84588134,1,49,64,8308.005185,0.258643659
OUT_0043,1/1/2024,East,Patna,Bar,On-Trade,6,0.253015441,0.18506507,951,0,75.20773254,0,49,48,7240.832886,0.336362859
OUT_0043,2/1/2024,East,Patna,Bar,On-Trade,11,0.276323927,0.349421613,629,0,73.7096894,3,59,37,10439.36799,0.215314348
OUT_0043,3/1/2024,East,Patna,Bar,On-Trade,11,,0.220496419,786,0,71.81550519,4,81,121,13595.32994,0.344067825
OUT_0043,4/1/2024,East,Patna,Bar,On-Trade,12,0.283160439,0.278578157,1700,1,90.03663803,0,54,57,9553.729305,0.345781777
OUT_0043,5/1/2024,East,Patna,Bar,On-Trade,8,,0.288142511,1083,0,63.0589041,0,79,92,12249.12867,0.276544094
OUT_0043,6/1/2024,East,Patna,Bar,On-Trade,13,0.101993397,0.158094599,1003,0,,2,68,76,11167.94886,0.204006046
OUT_0043,7/1/2024,East,Patna,Bar,On-Trade,5,0.28019279,0.328775437,891,1,80.45620081,0,55,67,8824.565807,0.251714751
OUT_0043,8/1/2024,East,Patna,Bar,On-Trade,11,0.168614831,0.181203997,900,0,61.59112949,0,50,54,8482.973983,0.279456376
OUT_0043,9/1/2024,East,Patna,Bar,On-Trade,10,0.24623948,0.364007312,616,1,79.2338343,0,49,63,7705.283042,0.291792758
OUT_0043,10/1/2024,East,Patna,Bar,On-Trade,9,0.196657007,0.195999189,440,0,68.12778294,2,48,77,7989.219326,0.223005837
OUT_0043,11/1/2024,East,Patna,Bar,On-Trade,9,0.17937924,0.226008218,951,0,77.82834944,0,46,41,7340.478584,0.236641469
OUT_0043,12/1/2024,East,Patna,Bar,On-Trade,9,0.271175871,0.25690084,1379,0,88.96115118,1,36,34,5890.660479,0.213550875
OUT_0044,1/1/2024,North,Lucknow,Supermarket,Off-Trade,11,0.185366831,0.352960691,2405,0,61.35605335,1,84,97,14413.44924,0.32564515
OUT_0044,2/1/2024,North,Lucknow,Supermarket,Off-Trade,6,0.234769322,0.370237602,1804,0,65.92457751,2,90,94,13466.48732,0.267135083
OUT_0044,3/1/2024,North,Lucknow,Supermarket,Off-Trade,11,0.199249046,0.107475124,2081,0,72.21655186,2,100,145,16007.32327,0.29366591
OUT_0044,4/1/2024,North,Lucknow,Supermarket,Off-Trade,9,0.246325738,0.229047614,2668,0,72.39411057,2,95,92,16561.26497,0.269636725
OUT_0044,5/1/2024,North,Lucknow,Supermarket,Off-Trade,10,0.196082523,0.289617827,2683,1,80.91500313,1,164,132,26351.88128,0.286422268
OUT_0044,6/1/2024,North,Lucknow,Supermarket,Off-Trade,9,0.213795237,0.348917767,1691,1,76.37717123,1,71,97,12408.11427,0.2507092
OUT_0044,7/1/2024,North,Lucknow,Supermarket,Off-Trade,10,0.230240876,0.280618011,1591,0,67.91141951,1,75,88,12996.04078,0.23207435
OUT_0044,8/1/2024,North,Lucknow,Supermarket,Off-Trade,11,0.250557305,0.336951458,2166,0,61.343829,2,93,167,14470.10184,0.261315167
OUT_0044,9/1/2024,North,Lucknow,Supermarket,Off-Trade,12,0.240084242,0.311294874,1243,0,56.37781873,2,95,108,13774.73175,0.302369885
OUT_0044,10/1/2024,North,Lucknow,Supermarket,Off-Trade,6,0.246526887,0.182473978,2289,0,59.1552674,1,58,37,10390.14073,0.298223664
OUT_0044,11/1/2024,North,Lucknow,Supermarket,Off-Trade,5,0.319986195,0.226055701,2384,0,69.49348868,1,58,124,9221.613019,0.278327969
OUT_0044,12/1/2024,North,Lucknow,Supermarket,Off-Trade,17,,0.475757122,1462,1,58.56317625,1,68,78,10610.98946,0.309350079
OUT_0045,1/1/2024,East,Patna,Bar,On-Trade,13,0.198690869,0.310812937,1076,0,83.01777913,0,52,28,9002.888735,0.281973954
OUT_0045,2/1/2024,East,Patna,Bar,On-Trade,12,0.221853795,0.324965458,1749,0,70.35269267,2,29,38,4754.615698,0.298496461
OUT_0045,3/1/2024,East,Patna,Bar,On-Trade,11,0.140684743,0.291272804,1319,0,66.60636415,2,54,111,8590.397908,0.253592906
OUT_0045,4/1/2024,East,Patna,Bar,On-Trade,14,0.172939232,0.406049929,559,0,76.66219364,0,47,68,8444.823705,0.286704463
OUT_0045,5/1/2024,East,Patna,Bar,On-Trade,12,0.263201467,0.295505903,1617,1,80.53340095,0,56,64,8866.563177,0.356881189
OUT_0045,6/1/2024,East,Patna,Bar,On-Trade,10,0.291093287,0.345695354,1068,1,94.0799372,0,40,19,6350.12409,0.25848969
OUT_0045,7/1/2024,East,Patna,Bar,On-Trade,11,0.175152217,0.234058804,831,0,64.90920105,1,71,84,11720.927,0.337358648
OUT_0045,8/1/2024,East,Patna,Bar,On-Trade,4,0.196904188,0.337200746,809,0,81.25734858,1,50,69,8001.86078,0.234637124
OUT_0045,9/1/2024,East,Patna,Bar,On-Trade,9,0.181946515,0.273268205,1353,0,76.4988112,0,57,96,9202.42408,0.265078085
OUT_0045,10/1/2024,East,Patna,Bar,On-Trade,11,0.248463423,0.181258786,1095,0,56.99669678,0,51,78,8741.733724,0.306416075
OUT_0045,11/1/2024,East,Patna,Bar,On-Trade,6,0.169035607,0.244725153,872,0,62.7611384,2,43,53,7049.224099,0.184563851
OUT_0045,12/1/2024,East,Patna,Bar,On-Trade,10,0.231578342,0.350547799,1162,1,62.63886659,2,72,103,12720.71559,0.327704462
OUT_0046,1/1/2024,East,Patna,Hypermarket,Off-Trade,5,0.280056978,0.352060156,2294,0,75.33964165,0,54,77,9217.32204,0.210378491
OUT_0046,2/1/2024,East,Patna,Hypermarket,Off-Trade,7,0.118505144,0.222337174,1843,0,67.15864961,1,11,15,1798.425492,0.343143183
OUT_0046,3/1/2024,East,Patna,Hypermarket,Off-Trade,13,0.171211856,0.122887192,2490,0,60.20035664,1,70,63,11768.80919,0.304076013
OUT_0046,4/1/2024,East,Patna,Hypermarket,Off-Trade,8,0.271526666,,1714,1,76.88027841,1,122,161,19844.27284,0.30671638
OUT_0046,5/1/2024,East,Patna,Hypermarket,Off-Trade,7,0.178302484,0.177600195,1502,0,63.9715492,2,98,81,15273.1939,0.360067192
OUT_0046,6/1/2024,East,Patna,Hypermarket,Off-Trade,7,0.204887597,0.263883959,1530,0,73.8747293,1,0,0,0,0.350235127
OUT_0046,7/1/2024,East,Patna,Hypermarket,Off-Trade,12,0.244450726,0.369893675,1809,1,75.93552344,0,60,91,10011.66372,0.278630831
OUT_0046,8/1/2024,East,Patna,Hypermarket,Off-Trade,14,0.182504865,0.358561769,2400,1,91.84532907,1,95,194,16927.70832,0.292761662
OUT_0046,9/1/2024,East,Patna,Hypermarket,Off-Trade,6,0.173539314,0.258565563,1185,0,66.79419587,3,107,149,18952.39806,0.227059471
OUT_0046,10/1/2024,East,Patna,Hypermarket,Off-Trade,8,0.186416095,0.279924739,489,0,68.51223809,1,98,83,15516.28448,0.285629827
OUT_0046,11/1/2024,East,Patna,Hypermarket,Off-Trade,10,0.123533265,0.205740424,2211,0,77.35597054,1,43,35,7725.343374,0.241918987
OUT_0046,12/1/2024,East,Patna,Hypermarket,Off-Trade,9,0.288915302,0.170675239,2310,0,82.81172203,0,114,229,16632.17911,0.261930361
OUT_0047,1/1/2024,North,Lucknow,Restaurant,On-Trade,14,0.158930598,0.282311106,1540,1,86.81763254,1,71,37,11712.4004,0.263092903
OUT_0047,2/1/2024,North,Lucknow,Restaurant,On-Trade,12,0.309880327,0.417034718,1124,1,74.29245523,2,42,49,6259.014821,0.337840188
OUT_0047,3/1/2024,North,Lucknow,Restaurant,On-Trade,14,0.220255975,0.275178271,1261,0,61.83825601,3,55,25,9385.786964,0.342015006
OUT_0047,4/1/2024,North,Lucknow,Restaurant,On-Trade,9,0.208363639,0.210508867,923,0,80.55787068,1,41,65,6997.580269,0.266920492
OUT_0047,5/1/2024,North,Lucknow,Restaurant,On-Trade,16,0.162685685,0.09938846,1266,0,80.56693564,0,50,44,7397.03818,0.217778385
OUT_0047,6/1/2024,North,Lucknow,Restaurant,On-Trade,10,0.225725583,0.309301519,1024,0,57.94995873,0,63,119,10232.39079,0.218811676
OUT_0047,7/1/2024,North,Lucknow,Restaurant,On-Trade,7,0.192161753,0.301613932,1182,0,66.23422752,3,58,54,9802.705509,0.265104273
OUT_0047,8/1/2024,North,Lucknow,Restaurant,On-Trade,9,0.151850887,0.232045905,1003,0,75.33431345,1,41,57,7282.44148,0.235288749
OUT_0047,9/1/2024,North,Lucknow,Restaurant,On-Trade,9,0.183383213,0.224127785,1335,0,69.14985609,1,63,66,9669.604566,0.3137518
OUT_0047,10/1/2024,North,Lucknow,Restaurant,On-Trade,15,0.143856204,0.252402341,1228,0,62.89505979,3,63,105,8871.211477,0.324193214
OUT_0047,11/1/2024,North,Lucknow,Restaurant,On-Trade,8,0.218466419,0.287680045,777,0,65.57355798,2,30,41,4450.30872,0.381968631
OUT_0047,12/1/2024,North,Lucknow,Restaurant,On-Trade,9,0.186650937,0.21447903,1267,0,75.80153028,0,59,78,9430.495274,0.196583142
OUT_0048,1/1/2024,North,Delhi,Restaurant,On-Trade,8,0.21253474,0.250759802,929,0,85.07406792,0,39,65,6195.044905,0.273875294
OUT_0048,2/1/2024,North,Delhi,Restaurant,On-Trade,11,0.288394266,0.250257715,1133,1,83.66046767,1,49,40,6931.09751,0.370255463
OUT_0048,3/1/2024,North,Delhi,Restaurant,On-Trade,9,0.149840991,0.21308511,1568,0,82.06295227,0,89,97,13131.50531,0.315916177
OUT_0048,4/1/2024,North,Delhi,Restaurant,On-Trade,6,0.17342418,0.18375537,1021,0,79.21985481,0,69,63,10947.05992,0.349764289
OUT_0048,5/1/2024,North,Delhi,Restaurant,On-Trade,15,0.212083644,0.259474667,532,1,64.68139455,2,51,117,8728.929252,0.324870244
OUT_0048,6/1/2024,North,Delhi,Restaurant,On-Trade,7,0.227273145,0.319876378,1311,0,83.45612273,1,53,77,7576.109166,0.275364081
OUT_0048,7/1/2024,North,Delhi,Restaurant,On-Trade,5,0.261620657,0.237223687,868,0,72.99813653,3,59,99,8936.276107,0.319714742
OUT_0048,8/1/2024,North,Delhi,Restaurant,On-Trade,7,0.228182822,0.255646758,1755,0,71.15341501,2,19,28,2989.019147,0.387860305
OUT_0048,9/1/2024,North,Delhi,Restaurant,On-Trade,10,0.255050982,0.273883334,1333,1,75.46364029,0,44,69,6899.334111,0.312334524
OUT_0048,10/1/2024,North,Delhi,Restaurant,On-Trade,7,0.24054191,0.223298406,1796,1,77.41049796,0,60,83,10717.32808,0.268451007
OUT_0048,11/1/2024,North,Delhi,Restaurant,On-Trade,6,0.169833665,0.302645469,1729,0,79.70784749,0,62,63,9096.903533,0.246796459
OUT_0048,12/1/2024,North,Delhi,Restaurant,On-Trade,9,0.256940968,0.164059473,1464,0,86.195784,0,72,51,11581.42428,0.346125503
OUT_0049,1/1/2024,South,Kochi,Bar,On-Trade,6,0.223912108,0.391501029,1008,0,55.53947205,1,63,92,10081.00687,0.175416233
OUT_0049,2/1/2024,South,Kochi,Bar,On-Trade,13,0.284053197,0.247759349,1165,0,53.85448313,1,45,67,7128.879562,0.273667294
OUT_0049,3/1/2024,South,Kochi,Bar,On-Trade,11,0.071592107,0.24512803,1383,0,67.24704294,3,70,102,10125.04208,0.32727853
OUT_0049,4/1/2024,South,Kochi,Bar,On-Trade,14,0.187170584,0.174567322,1815,0,80.21181086,0,44,81,6232.52729,0.261753997
OUT_0049,5/1/2024,South,Kochi,Bar,On-Trade,12,0.29995858,0.344300288,1573,1,77.18972485,0,45,76,7439.305627,0.32083814
OUT_0049,6/1/2024,South,Kochi,Bar,On-Trade,8,0.229919365,0.318008353,1233,1,55.96124496,0,67,128,11256.32847,0.308452498
OUT_0049,7/1/2024,South,Kochi,Bar,On-Trade,14,0.235190377,0.280942632,689,0,73.1987677,1,27,41,4725.352173,0.31084619
OUT_0049,8/1/2024,South,Kochi,Bar,On-Trade,12,0.235316653,0.202146297,1172,0,55.05581783,0,39,53,6202.989471,0.282196692
OUT_0049,9/1/2024,South,Kochi,Bar,On-Trade,6,0.169689688,0.29552609,1049,0,,1,70,98,11985.56744,0.19331981
OUT_0049,10/1/2024,South,Kochi,Bar,On-Trade,8,0.125779635,,1198,0,75.44242884,1,76,88,13339.07037,0.290384358
OUT_0049,11/1/2024,South,Kochi,Bar,On-Trade,9,0.309557764,0.321881812,1943,1,76.03886492,0,45,49,6734.368795,0.143626663
OUT_0049,12/1/2024,South,Kochi,Bar,On-Trade,9,0.206686399,0.263660493,1092,0,71.20274047,1,41,64,6536.798556,0.289439024
OUT_0050,1/1/2024,West,Surat,Supermarket,Off-Trade,10,0.278315329,0.485494614,1820,1,73.93181309,3,76,98,10727.38429,0.323438393
OUT_0050,2/1/2024,West,Surat,Supermarket,Off-Trade,8,0.184261778,0.191331613,1787,0,77.09698173,1,80,118,13702.20762,0.220750177
OUT_0050,3/1/2024,West,Surat,Supermarket,Off-Trade,12,0.171160575,0.227693341,1454,0,69.62119339,0,67,76,11368.25925,0.289121439
OUT_0050,4/1/2024,West,Surat,Supermarket,Off-Trade,6,0.300510938,0.346941687,2175,1,79.33755651,1,147,240,24076.07671,0.202995195
OUT_0050,5/1/2024,West,Surat,Supermarket,Off-Trade,10,0.251815051,0.235601751,1688,0,64.37942208,1,99,143,15054.27642,0.331133717
OUT_0050,6/1/2024,West,Surat,Supermarket,Off-Trade,11,0.232637931,0.313075248,2280,0,60.14819534,3,58,82,9333.429002,0.358501018
